"original_value","curated_ontology","curated_ontology_term_id","curated_ontology_term_db"
"Standard Chemotherapy","Chemotherapy","NCIT:C15632","NCIT"
"Standard Radiation","Radiation Therapy","NCIT:C15313","NCIT"
"Stem Cell Transplant","Hematopoietic Cell Transplantation","NCIT:C15431","NCIT"
"Stereotactic","Stereotactic Radiosurgery","NCIT:C15358","NCIT"
"Steroids","Steroid Therapy","NCIT:C15370","NCIT"
"Sunitinib","Sunitinib","NCIT:C71622","NCIT"
"Supportive/Palliative Care","Supportive Care;Palliative Therapy","NCIT:C15747;NCIT:C15292","NCIT;NCIT"
"Surgery","Surgical Procedure","NCIT:C15329","NCIT"
"Surgical","Surgical Procedure","NCIT:C15329","NCIT"
"Surgical Resection","Resection","NCIT:C158758","NCIT"
"Surgical resection","Resection","NCIT:C158758","NCIT"
"Surgically Treated","Surgical Procedure","NCIT:C15329","NCIT"
"Systemic","Systemic Therapy","NCIT:C15698","NCIT"
"T cell apheresis","Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis","NCIT:C126102;NCIT:C173286","NCIT;NCIT"
"TACE","Transarterial Chemoembolization","NCIT:C101513","NCIT"
"TACEb","Transarterial Chemoembolization","NCIT:C101513","NCIT"
"TAE","Transanal Excision","NCIT:C62398","NCIT"
"TAK-701","Anti-HGF Monoclonal Antibody TAK-701","NCIT:C81939","NCIT"
"TAMIS","Transanal Excision;Minimally Invasive Surgery","NCIT:C62398;NCIT:C172727","NCIT;NCIT"
"TAMOXIFEN","Tamoxifen","NCIT:C62078","NCIT"
"TARGETED","Targeted Therapy","NCIT:C93352","NCIT"
"TARGETED_MOLECULAR","Targeted Molecular Therapy","NCIT:C76243","NCIT"
"TARGETED_MOLECULAR_THERAPY","Targeted Molecular Therapy","NCIT:C76243","NCIT"
"TARGETED_THERAPY","Targeted Therapy","NCIT:C93352","NCIT"
"TARGET_THERAPY","Targeted Therapy","NCIT:C93352","NCIT"
"TAXANE","Taxane Compound","NCIT:C1490","NCIT"
"TB-403","Anti-PLGF Monoclonal Antibody TB-403","NCIT:C78486","NCIT"
"TBI","Total-Body Irradiation","NCIT:C15350","NCIT"
"TDM-1","Trastuzumab Emtansine","NCIT:C82492","NCIT"
"TEMODAR","Temozolomide","NCIT:C1244","NCIT"
"THC Chemotherapy","Tetrahydrocannabinol (substance);Chemotherapy","72024007;NCIT:C15632","SNOMED;NCIT"
"THERAPY","Therapeutic Procedure","NCIT:C49236","NCIT"
"TIL infusion","Tumor Infiltrating Lymphocyte Therapy","NCIT:C15524","NCIT"
"TKI","Tyrosine Kinase Inhibitor","NCIT:C1967","NCIT"
"TKI_TREATMENT","Tyrosine Kinase Inhibitor","NCIT:C1967","NCIT"
"TL32711","Birinapant","NCIT:C88295","NCIT"
"TLI","Total Lymphoid Irradiation","NCIT:C156721","NCIT"
"TM","Trametinib","NCIT:C77908","NCIT"
"TMZ","Temozolomide","NCIT:C1244","NCIT"
"TMZ Chemo","Temozolomide","NCIT:C1244","NCIT"
"TMZ Chemoradiation","Temozolomide;Chemoradiotherapy","NCIT:C1244;NCIT:C94626","NCIT;NCIT"
"TOPO_II_INH","Topoisomerase-II Inhibitor","NCIT:C1968","NCIT"
"TOPO_I_INH","Topoisomerase-I Inhibitor","NCIT:C1904","NCIT"
"TOPTECAN","Topotecan","NCIT:C1413","NCIT"
"TOTAL MASTECTOMY","Total Mastectomy","NCIT:C15281","NCIT"
"TRAMP","TRAM Flap Procedure","NCIT:C160624","NCIT"
"TRANSPLANT","Graft","NCIT:C12981","NCIT"
"TRAS","Trastuzumab","NCIT:C1647","NCIT"
"TRASTUZUMAB","Trastuzumab","NCIT:C1647","NCIT"
"TRISENOX(ATO)","Arsenic Trioxide","NCIT:C1005","NCIT"
"TUR","Transurethral Resection","NCIT:C15705","NCIT"
"TURBT","Transurethral Resection of Bladder Tumor","NCIT:C116651","NCIT"
"TURBT (transurethral resection of bladder tumor)","Transurethral Resection of Bladder Tumor","NCIT:C116651","NCIT"
"TVRC-biopsy","Biopsy","NCIT:C15189","NCIT"
"Tandutinib","Tandutinib","NCIT:C48404","NCIT"
"Targeted Therapy","Targeted Therapy","NCIT:C93352","NCIT"
"Targeted Therapy - Other","Targeted Therapy","NCIT:C93352","NCIT"
"Targeted_Therapy","Targeted Therapy","NCIT:C93352","NCIT"
"Tasadenoturev","Tasadenoturev","NCIT:C74067","NCIT"
"Tasadeoturev","Tasadenoturev","NCIT:C74067","NCIT"
"Taxane treatment","Taxane Compound","NCIT:C1490","NCIT"
"Taxol","Paclitaxel","NCIT:C1411","NCIT"
"Taxotere","Docetaxel","NCIT:C1526","NCIT"
"Temodar","Temozolomide","NCIT:C1244","NCIT"
"Temozolamide","Temozolomide","NCIT:C1244","NCIT"
"Temozolomide","Temozolomide","NCIT:C1244","NCIT"
"Temsirolimus","Temsirolimus","NCIT:C1844","NCIT"
"Thalidomide","Thalidomide","NCIT:C870","NCIT"
"Thioguanine","Thioguanine","NCIT:C876","NCIT"
"Thiotepa","Thiotepa","NCIT:C875","NCIT"
"Thymoglobulin","Lapine T-Lymphocyte Immune Globulin","NCIT:C80833","NCIT"
"Thymoglobulin (Bu/Flu/ATG)","Lapine T-Lymphocyte Immune Globulin","NCIT:C80833","NCIT"
"Thymoglobulin (Bu/Flu/Cy/ATG)","Lapine T-Lymphocyte Immune Globulin","NCIT:C80833","NCIT"
"Topotecan","Topotecan","NCIT:C1413","NCIT"
"Total Abdominal","Total Abdominal Hysterectomy","NCIT:C51695","NCIT"
"Total Abdominal Hysterectomy","Total Abdominal Hysterectomy","NCIT:C51695","NCIT"
"Total Body Irradiation","Total-Body Irradiation","NCIT:C15350","NCIT"
"Total Hepatectomy","Total Hepatectomy","NCIT:C51781","NCIT"
"Total Mastectomy","Total Mastectomy","NCIT:C15281","NCIT"
"Total mastectomy","Total Mastectomy","NCIT:C15281","NCIT"
"Total pancreatectomy","Total Pancreatectomy","NCIT:C15340","NCIT"
"Trametinib","Trametinib","NCIT:C77908","NCIT"
"Transplant","Graft","NCIT:C12981","NCIT"
"Transurethral resection","Transurethral Resection","NCIT:C15705","NCIT"
"Trastuzumab","Trastuzumab","NCIT:C1647","NCIT"
"Tremelimumab","Tremelimumab","NCIT:C49085","NCIT"
"Treosulfan","Treosulfan","NCIT:C1257","NCIT"
"Tretinoin","Tretinoin","NCIT:C900","NCIT"
"UNK","Unknown","NCIT:C17998","NCIT"
"UNo Prior Taxane Treatment","No Therapy;Prior;Taxane Compound","NCIT:C157513;NCIT:C25629;NCIT:C1490","NCIT;NCIT;NCIT"
"UV","UV Light Therapy","NCIT:C15344","NCIT"
"Uncinate process resection","Uncinate Process of Pancreas;Resection","NCIT:C62432;NCIT:C158758","NCIT;NCIT"
"Unilateral Oophorectomy","Unilateral Oophorectomy","NCIT:C29892","NCIT"
"Unilateral Salpingo- Oophorectomy","Unilateral Salpingo-oophorectomy","NCIT:C94469","NCIT"
"Unilateral Salpingo-Oophorectomy","Unilateral Salpingo-oophorectomy","NCIT:C94469","NCIT"
"Unspecified Radiation","Radiation Therapy","NCIT:C15313","NCIT"
"Unspecified Therapy","Unspecified;Therapeutic Procedure","NCIT:C38046;NCIT:C49236","NCIT;NCIT"
"Ureteral Biopsy","Ureter;Biopsy","NCIT:C12416;NCIT:C15189","NCIT;NCIT"
"Ureterectomy","Ureterectomy","NCIT:C51637","NCIT"
"Urethrectomy","Urethrectomy","NCIT:C159447","NCIT"
"V212","Heat-Treated Varicella-Zoster Virus Vaccine V212","NCIT:C91085","NCIT"
"VB","Vinblastine","NCIT:C930","NCIT"
"VCR","Vincristine","NCIT:C933","NCIT"
"VEGF_INHIBITOR","Immunotherapeutic Agent","NCIT:C308","NCIT"
"VINCRISTINE","Vincristine","NCIT:C933","NCIT"
"VP-16","Etoposide","NCIT:C491","NCIT"
"VS-4718","FAK Inhibitor VS-4718","NCIT:C107238","NCIT"
"VT-464","Seviteronel","NCIT:C113652","NCIT"
"Vaccine","Vaccine","NCIT:C923","NCIT"
"Valproic Acid","Valproic Acid","NCIT:C29536","NCIT"
"Velcade","Bortezomib","NCIT:C1851","NCIT"
"Vem","Vemurafenib","NCIT:C64768","NCIT"
"Vemurafenib","Vemurafenib","NCIT:C64768","NCIT"
"Venetoclax","Venetoclax","NCIT:C103147","NCIT"
"Venetoclax (ABT-199)","Venetoclax","NCIT:C103147","NCIT"
"Vidaza","Azacitidine Regimen","NCIT:C159995","NCIT"
"Vinblastine","Vinblastine","NCIT:C930","NCIT"
"Vincristine","Vincristine","NCIT:C933","NCIT"
"Vincristine Sulfate","Vincristine Sulfate","NCIT:C1739","NCIT"
"Vinorelbine","Vinorelbine","NCIT:C1275","NCIT"
"Vinorelbrine","Vinorelbine","NCIT:C1275","NCIT"
"Vorinostat","Vorinostat","NCIT:C1796","NCIT"
"Vulvar resecetion","Vulva;Resection","NCIT:C12408;NCIT:C158758","NCIT;NCIT"
"Wertheim Meiggs","Wertheim operation (procedure)","361223008","SNOMED"
"Wide Excision","Wide Skin Excision","NCIT:C48608","NCIT"
"Wide Local Excision","Wide Local Excision","NCIT:C94441","NCIT"
"Wide local excision","Wide Local Excision","NCIT:C94441","NCIT"
"Wide re-excisional biopsy","Wide;Re-Excision;Biopsy","NCIT:C124593;NCIT:C48600;NCIT:C15189","NCIT;NCIT;NCIT"
"XL147","Pilaralisib","NCIT:C71705","NCIT"
"XRT","Radiation Therapy","NCIT:C15313","NCIT"
"Xrt","Radiation Therapy","NCIT:C15313","NCIT"
"Yes vaccine","Vaccine","NCIT:C923","NCIT"
"abiraterone","Abiraterone","NCIT:C77333","NCIT"
"abiraterone acetate","Abiraterone Acetate","NCIT:C68845","NCIT"
"abraxane","Nab-paclitaxel","NCIT:C2688","NCIT"
"active surveillance","Patient Observation","NCIT:C15722","NCIT"
"added ipilimumab)","Ipilimumab","NCIT:C2654","NCIT"
"adriamycin","Doxorubicin Hydrochloride","NCIT:C1326","NCIT"
"amifostine","Amifostine","NCIT:C488","NCIT"
"anterior exenteration","Anterior Pelvic Exenteration","NCIT:C94468","NCIT"
"anthracycline","Anthracycline Antineoplastic Antibiotic","NCIT:C1594","NCIT"
"anti-CD123","Immunotherapeutic Agent","NCIT:C308","NCIT"
"anti-CD33","Immunotherapeutic Agent","NCIT:C308","NCIT"
"anti-CTLA-4","Anti-CTLA-4 Monoclonal Antibody","NCIT:C128036","NCIT"
"anti-LAG3","Anti-LAG-3 Monoclonal Antibody","NCIT:C134305","NCIT"
"anti-PD-1/PD-L1","Anti-PD-1/Anti-PD-L1 Bispecific Antibody IBI318","NCIT:C171938","NCIT"
"anti-PD-1/anti-PD-L1","Anti-PD-1/Anti-PD-L1 Bispecific Antibody IBI318","NCIT:C171938","NCIT"
"anti-PD1","Anti-PD1 Monoclonal Antibody","NCIT:C128037","NCIT"
"anti-TIM3","Anti-TIM-3 Monoclonal Antibody","NCIT:C141146","NCIT"
"appendectomy","Appendectomy","NCIT:C51687","NCIT"
"autologous stem cell transplant","Autologous Hematopoietic Stem Cell Transplantation","NCIT:C16039","NCIT"
"autologout SCT","Autologous Hematopoietic Stem Cell Transplantation","NCIT:C16039","NCIT"
"axillary dissection","Axillary Lymph Node Dissection","NCIT:C15677","NCIT"
"axillary lymph node biopsy","Axillary Lymph Node Biopsy","NCIT:C62658","NCIT"
"axillary lymph node dissection","Axillary Lymph Node Dissection","NCIT:C15677","NCIT"
"axillary node dissection","Axillary Lymph Node Dissection","NCIT:C15677","NCIT"
"axillary sentinel lymph node biopsy","Axillary Lymph Node;Sentinel Lymph Node Biopsy","NCIT:C12904;NCIT:C15667","NCIT;NCIT"
"azacitidine","Azacitidine","NCIT:C288","NCIT"
"bevacizumab","Bevacizumab","NCIT:C2039","NCIT"
"bicalutamide","Bicalutamide","NCIT:C1599","NCIT"
"bilateral pelvic lymph node dissection","Bilateral Pelvic Lymph Node Dissection","NCIT:C166163","NCIT"
"bilateral pelvic lymphadenectomy","Bilateral;Pelvic Lymphadenectomy","NCIT:C13332;NCIT:C51896","NCIT;NCIT"
"bilateral total mastectomies","Bilateral;Total Mastectomy","NCIT:C13332;NCIT:C15281","NCIT;NCIT"
"biopsy","Biopsy","NCIT:C15189","NCIT"
"bleomycin","Bleomycin","NCIT:C313","NCIT"
"breast conserving therapy","Breast Conservation Treatment","NCIT:C15280","NCIT"
"brentuximab vedotin","Brentuximab Vedotin","NCIT:C66944","NCIT"
"cape","Capecitabine","NCIT:C1794","NCIT"
"capecitabine","Capecitabine","NCIT:C1794","NCIT"
"carbo","Carboplatin","NCIT:C1282","NCIT"
"carboplatin","Carboplatin","NCIT:C1282","NCIT"
"carmustine","Carmustine","NCIT:C349","NCIT"
"carvo","Carboplatin","NCIT:C1282","NCIT"
"cd47mAb","Anti-CD47 Monoclonal Antibody","NCIT:C159583","NCIT"
"cetuximab","Cetuximab","NCIT:C1723","NCIT"
"chemo","Chemotherapy","NCIT:C15632","NCIT"
"chemotherapy","Chemotherapy","NCIT:C15632","NCIT"
"cis","Cisplatin","NCIT:C376","NCIT"
"cisplatin","Cisplatin","NCIT:C376","NCIT"
"clofarabine","Clofarabine","NCIT:C26638","NCIT"
"cob","Cobimetinib","NCIT:C68923","NCIT"
"cobimetinib","Cobimetinib","NCIT:C68923","NCIT"
"combo resection","Combination;Resection","NCIT:C61517;NCIT:C158758","NCIT;NCIT"
"cos","Cisplatin","NCIT:C376","NCIT"
"creation of ileal conduit","Urinary Diversion","NCIT:C91841","NCIT"
"creation of neobladder","Neobladder","NCIT:C117718","NCIT"
"creation of orthotopic neobladder","Orthotopic;Neobladder","NCIT:C94384;NCIT:C117718","NCIT;NCIT"
"cvt","Regadenoson","NCIT:C74420","NCIT"
"cyclophosphamide","Cyclophosphamide","NCIT:C405","NCIT"
"cystoprostatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"cytarabine","Cytarabine","NCIT:C408","NCIT"
"dacarbazine","Dacarbazine","NCIT:C411","NCIT"
"dauna","Daunorubicin","NCIT:C62091","NCIT"
"dauno","Daunorubicin","NCIT:C62091","NCIT"
"dcVax","Dendritic Cell Vaccine","NCIT:C28310","NCIT"
"desatinib","Dasatinib","NCIT:C38713","NCIT"
"dex","Dexamethasone","NCIT:C422","NCIT"
"dexamethasone","Dexamethasone","NCIT:C422","NCIT"
"docetaxel","Docetaxel","NCIT:C1526","NCIT"
"doxorubicin","Doxorubicin","NCIT:C456","NCIT"
"doxorubicin hydrochloride","Doxorubicin Hydrochloride","NCIT:C1326","NCIT"
"enucleation","Enucleation","NCIT:C48601","NCIT"
"enucleation in the pancretic tail","Enucleation;Tail of the Pancreas","NCIT:C48601;NCIT:C12271","NCIT;NCIT"
"enzalutamide","Enzalutamide","NCIT:C71744","NCIT"
"epirubicin","Epirubicin","NCIT:C62028","NCIT"
"erlotinib","Erlotinib","NCIT:C65530","NCIT"
"etoposide","Etoposide","NCIT:C491","NCIT"
"etoposide phosphate","Etoposide Phosphate","NCIT:C1093","NCIT"
"everolimus","Everolimus","NCIT:C48387","NCIT"
"excision of mass on chest wall","Excision;Chest Wall Mass","NCIT:C15232;NCIT:C39661","NCIT;NCIT"
"excisional biopsy","Excisional Biopsy","NCIT:C15385","NCIT"
"extended pelvic lymph node dissection","Extend;Pelvic Lymphadenectomy","NCIT:C25270;NCIT:C51896","NCIT;NCIT"
"fluorouracil","Fluorouracil","NCIT:C505","NCIT"
"folinic acid","Leucovorin","NCIT:C71631","NCIT"
"gem","Gemcitabine","NCIT:C66876","NCIT"
"gemcitabine","Gemcitabine","NCIT:C66876","NCIT"
"gleevec","Imatinib Regimen","NCIT:C160054","NCIT"
"hospice","Hospice","NCIT:C53532","NCIT"
"hydrea","Hydroxyurea","NCIT:C560","NCIT"
"hysterectomy","Hysterectomy","NCIT:C15256","NCIT"
"ifosfamide","Ifosfamide","NCIT:C564","NCIT"
"ileal conduit","Urinary Diversion","NCIT:C91841","NCIT"
"ileal conduit urinary diversion","Urinary Diversion","NCIT:C91841","NCIT"
"inner-upper margin re-excision","Inner;Upper;Surgical Margin;Re-Excision","NCIT:C37980;NCIT:C25355;NCIT:C41227;NCIT:C48600","NCIT;NCIT;NCIT;NCIT"
"ipi","Ipilimumab","NCIT:C2654","NCIT"
"ipilimumab","Ipilimumab","NCIT:C2654","NCIT"
"irinotecan","Irinotecan","NCIT:C62040","NCIT"
"isotretinoin","Isotretinoin","NCIT:C603","NCIT"
"left axillary lymph node dissection","Left;Axillary Lymph Node Dissection","NCIT:C25229;NCIT:C15677","NCIT;NCIT"
"left breast biopsy","Left;Biopsy of Breast","NCIT:C25229;NCIT:C51698","NCIT;NCIT"
"left segmental mastectomy","Left;Segmental Mastectomy","NCIT:C25229;NCIT:C20749","NCIT;NCIT"
"left sentinel lymph node biospy","Left;Sentinel Lymph Node Biopsy","NCIT:C25229;NCIT:C15667","NCIT;NCIT"
"lenalidomide","Lenalidomide","NCIT:C2668","NCIT"
"lenaloidomide","Lenalidomide","NCIT:C2668","NCIT"
"leucovorin","Leucovorin","NCIT:C71631","NCIT"
"level 1 and level 2 axillary dissection","Axillary Lymph Node Level I;Axillary Lymph Node Level II;Lymphadenectomy","NCIT:C123461;NCIT:C123462;NCIT:C15275","NCIT;NCIT;NCIT"
"limb infusion","Isolated Chemotherapeutic Limb Perfusion","NCIT:C15393","NCIT"
"localized segmental mastectomy","Localized;Segmental Mastectomy","NCIT:C14146;NCIT:C20749","NCIT;NCIT"
"lomustine","Lomustine","NCIT:C617","NCIT"
"lumpectomy right breast (breast cancer)","Lumpectomy;Right Breast","NCIT:C15755;NCIT:C47856","NCIT;NCIT"
"lung resection","Lung;Resection","NCIT:C12468;NCIT:C158758","NCIT;NCIT"
"lymph node dissection","Lymphadenectomy","NCIT:C15275","NCIT"
"lymph node left axillary lymph node excision","Left;Axillary Lymph Node Dissection","NCIT:C25229;NCIT:C15677","NCIT;NCIT"
"lymphadenectomy","Lymphadenectomy","NCIT:C15275","NCIT"
"mEK162","Binimetinib","NCIT:C84865","NCIT"
"mek162","Binimetinib","NCIT:C84865","NCIT"
"melphalan","Melphalan","NCIT:C633","NCIT"
"methotrexate","Methotrexate","NCIT:C642","NCIT"
"mitotane","Mitotane","NCIT:C664","NCIT"
"mitoxantrone","Mitoxantrone","NCIT:C62050","NCIT"
"needle directed right breast biopsy","Wire-Guided Localization;Right Breast;Biopsy;Wire-Guided Localization;Right Breast","NCIT:C91832;NCIT:C47856;NCIT:C15189;NCIT:C91832;NCIT:C47856","NCIT;NCIT;NCIT;NCIT;NCIT"
"needle localized segmental mastectomy","Wire-Guided Localization;Segmental Mastectomy","NCIT:C91832;NCIT:C20749","NCIT;NCIT"
"nivo","Nivolumab","NCIT:C68814","NCIT"
"nivolumab","Nivolumab","NCIT:C68814","NCIT"
"novel agent","Pharmacologic Substance","NCIT:C1909","NCIT"
"oncovex","Talimogene Laherparepvec","NCIT:C61314","NCIT"
"orthotopic neobladder","Orthotopic;Neobladder","NCIT:C94384;NCIT:C117718","NCIT;NCIT"
"ovoids","Mini Ovoid Brachytherapy","NCIT:C106077","NCIT"
"ox","Oxaliplatin","NCIT:C1181","NCIT"
"oxali","Oxaliplatin","NCIT:C1181","NCIT"
"oxaliplatin","Oxaliplatin","NCIT:C1181","NCIT"
"paclitaxel","Paclitaxel","NCIT:C1411","NCIT"
"pancreatoduodenectomy","Pancreaticoduodenectomy","NCIT:C51933","NCIT"
"partial left mastectomy","Left;Lumpectomy","NCIT:C25229;NCIT:C15755","NCIT;NCIT"
"partial mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"pd1","PD1 Inhibitor","NCIT:C124946","NCIT"
"pelvic lymphadenectomy","Pelvic Lymphadenectomy","NCIT:C51896","NCIT"
"pembrolizumab","Pembrolizumab","NCIT:C106432","NCIT"
"pemetrexed treatment","Pemetrexed","NCIT:C61614","NCIT"
"pertuzumab","Pertuzumab","NCIT:C38692","NCIT"
"plexifor","Plerixafor","NCIT:C1777","NCIT"
"pouch res.","J-Pouch Coloanal Anastomosis","NCIT:C93276","NCIT"
"pred","Prednisone","NCIT:C770","NCIT"
"prednisone","Prednisone","NCIT:C770","NCIT"
"procarbazine","Procarbazine","NCIT:C62072","NCIT"
"pulse dose rate","Pulsed-Dose Rate Brachytherapy","NCIT:C116542","NCIT"
"quad shot RT","Cyclical Hypofractionated Radiotherapy","NCIT:C172159","NCIT"
"quizartinib","Quizartinib","NCIT:C68936","NCIT"
"rad001","Everolimus","NCIT:C48387","NCIT"
"radiation","Radiation Therapy","NCIT:C15313","NCIT"
"radiation therapy","Radiation Therapy","NCIT:C15313","NCIT"
"radical cystoprostatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"radical cystoprotatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"radical cytoprostatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"radiotherapy","Radiation Therapy","NCIT:C15313","NCIT"
"ram","Ramucirumab","NCIT:C70792","NCIT"
"ramucirumab","Ramucirumab","NCIT:C70792","NCIT"
"regorafenib","Regorafenib","NCIT:C78204","NCIT"
"removal of pelvic","Tumor Resection;Pelvis","NCIT:C164212;NCIT:C12767","NCIT;NCIT"
"resection","Resection","NCIT:C158758","NCIT"
"retromammary lymph node excision","Retromammary space (body structure);Lymphadenectomy","245526002;NCIT:C15275","SNOMED;NCIT"
"right nephroureterectomy","Right;Nephroureterectomy","NCIT:C25228;NCIT:C51646","NCIT;NCIT"
"right segmental mastectomy","Right;Segmental Mastectomy","NCIT:C25228;NCIT:C20749","NCIT;NCIT"
"right sentinel lymph node biopsy","Right;Sentinel Lymph Node Biopsy","NCIT:C25228;NCIT:C15667","NCIT;NCIT"
"right sentinel node biopsy","Right;Sentinel Lymph Node Biopsy","NCIT:C25228;NCIT:C15667","NCIT;NCIT"
"right total mastectomy","Right;Total Mastectomy","NCIT:C25228;NCIT:C15281","NCIT;NCIT"
"rigth axillary lymph node","Axillary Lymph Node;Right","NCIT:C12904;NCIT:C25228","NCIT;NCIT"
"rituximab","Rituximab","NCIT:C1702","NCIT"
"robotic cystectomy","Robot-Assisted Surgery;Cystectomy","NCIT:C140885;NCIT:C15217","NCIT;NCIT"
"robotic_HYSTERECTOMY","Robotic Hysterectomy","NCIT:C167214","NCIT"
"segmental mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"sentinel axillary lymph node biopsy","Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy","NCIT:C120282","NCIT"
"sentinel lymoh node biopsy","Sentinel Lymph Node Biopsy","NCIT:C15667","NCIT"
"sentinel lymph node","Sentinel Lymph Node Biopsy","NCIT:C15667","NCIT"
"sentinel lymph node biopsy","Sentinel Lymph Node Biopsy","NCIT:C15667","NCIT"
"sentinel lymph node dissection","Sentinel Lymph Node;Lymphadenectomy","NCIT:C12947;NCIT:C15275","NCIT;NCIT"
"sentinel lymph node dissection right reconstruction","Sentinel Lymph Node;Lymphadenectomy;Right;Mammoplasty","NCIT:C12947;NCIT:C15275;NCIT:C25228;NCIT:C15354","NCIT;NCIT;NCIT;NCIT"
"sentinel lymph node excision","Sentinel Lymph Node;Lymphadenectomy","NCIT:C12947;NCIT:C15275","NCIT;NCIT"
"sentinel node biopsy","Sentinel Lymph Node Biopsy","NCIT:C15667","NCIT"
"sentinel node dissection","Sentinel Lymph Node;Lymphadenectomy","NCIT:C12947;NCIT:C15275","NCIT;NCIT"
"sib Allo","Sibling;Allogeneic Hematopoietic Stem Cell Transplantation","NCIT:C25204;NCIT:C46089","NCIT;NCIT"
"simple mastectomy","Total Mastectomy","NCIT:C15281","NCIT"
"sorafenib","Sorafenib","NCIT:C61948","NCIT"
"splenectomy","Splenectomy","NCIT:C15328","NCIT"
"stem cell transplant","Hematopoietic Cell Transplantation","NCIT:C15431","NCIT"
"steroids","Steroid Therapy","NCIT:C15370","NCIT"
"study drug","Pharmacologic Substance","NCIT:C1909","NCIT"
"surgery","Surgical Procedure","NCIT:C15329","NCIT"
"surgical resection","Resection","NCIT:C158758","NCIT"
"surveillance","Surveillance","NCIT:C15719","NCIT"
"tamoxifen","Tamoxifen","NCIT:C62078","NCIT"
"taxanes","Taxane Compound","NCIT:C1490","NCIT"
"taxol","Paclitaxel","NCIT:C1411","NCIT"
"tem","Temozolomide","NCIT:C1244","NCIT"
"temodar","Temozolomide","NCIT:C1244","NCIT"
"temozolomide","Temozolomide","NCIT:C1244","NCIT"
"tissue reconstruction","Tissue Flap Breast Reconstruction","NCIT:C93317","NCIT"
"topotecan","Topotecan","NCIT:C1413","NCIT"
"total hip arthroplasty","Total;Hip Replacement;Total","NCIT:C25304;NCIT:C157876;NCIT:C25304","NCIT;NCIT;NCIT"
"total mastectomy","Total Mastectomy","NCIT:C15281","NCIT"
"transplant","Graft","NCIT:C12981","NCIT"
"tras","Trastuzumab","NCIT:C1647","NCIT"
"trastuzumab","Trastuzumab","NCIT:C1647","NCIT"
"vaccine","Vaccine","NCIT:C923","NCIT"
"vaginal implant","Vagina;Implant","NCIT:C12407;NCIT:C41075","NCIT;NCIT"
"vem","Vemurafenib","NCIT:C64768","NCIT"
"vemurafenib","Vemurafenib","NCIT:C64768","NCIT"
"vinblastine","Vinblastine","NCIT:C930","NCIT"
"vincrisinte","Vincristine","NCIT:C933","NCIT"
"vincristine","Vincristine","NCIT:C933","NCIT"
"vincristine sulfate","Vincristine Sulfate","NCIT:C1739","NCIT"
"whole brain radiation therapy","Whole-Brain Radiotherapy","NCIT:C16187","NCIT"
"wide local excision","Wide Local Excision","NCIT:C94441","NCIT"
"wire localization","Wire-Guided Localization","NCIT:C91832","NCIT"
"xeloda","Capecitabine","NCIT:C1794","NCIT"
