original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
ADENOCARCINOMA,Adenocarcinoma,NCIT:C2852,NCIT
"ADENOCARCINOMA, NOS",Adenocarcinoma,NCIT:C2852,NCIT
ADENOCARCINOMA- NOS,Adenocarcinoma,NCIT:C2852,NCIT
"ADENOCARCINOMA, NOS 81403",Adenocarcinoma,NCIT:C2852,NCIT
ADENOCARINOMA,Adenocarcinoma,NCIT:C2852,NCIT
 ADENOCARCINOMA,Adenocarcinoma,NCIT:C2852,NCIT
INVASIVE ADENOCARCINOMA,Adenocarcinoma<;>Invasive,NCIT:C2852<;>NCIT:C14159,NCIT
ADENOCARCINOMA-MD,Adenocarcinoma<;>Moderately Differentiated,NCIT:C2852<;>NCIT:C14162,NCIT
ADENOCARCINOME-PD,Adenocarcinoma<;>Poorly Differentiated,NCIT:C2852<;>NCIT:C14167,NCIT
ADENOCARCINOMA-VPD,Adenocarcinoma<;>Poorly Differentiated,NCIT:C2852<;>NCIT:C14167,NCIT
ADENOCARCINOMA P/MD,Adenocarcinoma<;>Poorly Differentiated<;>Moderately Differentiated,NCIT:C2852<;>NCIT:C14167<;>NCIT:C14162,NCIT
ADENOCARCINOMA-P/MD,Adenocarcinoma<;>Poorly Differentiated<;>Moderately Differentiated,NCIT:C2852<;>NCIT:C14167<;>NCIT:C14162,NCIT
ADENOCARCINOMA-WD,Adenocarcinoma<;>Well Differentiated,NCIT:C2852<;>NCIT:C14171,NCIT
RECTUM; ADENOCARCINOMA; WELL DIFFERENTIATED,Adenocarcinoma<;>Well Differentiated<;>Rectum,NCIT:C2852<;>NCIT:C14171<;>NCIT:C12390,NCIT
ADENOCARCINOMA-UD,Adenocarcinoma<;>Undifferentiated,NCIT:C2852<;>NCIT:C14176,NCIT
UNDIFFERENTIATED_ADENOCARCINOMA,Adenocarcinoma<;>Undifferentiated Carcinoma,NCIT:C2852<;>NCIT:C3692,NCIT
PAPILLARY_ADENOCARCINOMA,Papillary Adenocarcinoma,NCIT:C2853,NCIT
PAPILLARY ADENOCARCINOMA 82603,Papillary Adenocarcinoma,NCIT:C2853,NCIT
ADRENAL TUMOR,Adrenal Gland Neoplasm,NCIT:C2859,NCIT
PRIMARY MYELOFIBROSIS,Primary Myelofibrosis,NCIT:C2862,NCIT
REFRACTORY ANEMIA,Refractory Anemia,NCIT:C2872,NCIT
RA,Refractory Anemia,NCIT:C2872,NCIT
SERTOLI-LEYDIG CELL TUMOR,Ovarian Sertoli-Leydig Cell Tumor,NCIT:C2880,NCIT
PROSTATE HYPERPLASIA,Benign Prostatic Hyperplasia,NCIT:C2897,NCIT
PROSTATE_HYPERPLASIA,Benign Prostatic Hyperplasia,NCIT:C2897,NCIT
MISCELLANEOUS BRAIN TUMOR,Brain Neoplasm,NCIT:C2907,NCIT
"BREAST NEOPLASM, NOS",Breast Neoplasm,NCIT:C2910,NCIT
BURKITT LYMPHOMA,Burkitt Lymphoma,NCIT:C2912,NCIT
BURKITT_LYMPHOMA,Burkitt Lymphoma,NCIT:C2912,NCIT
LYMPHOMA_BURKITT,Burkitt Lymphoma,NCIT:C2912,NCIT
BURKITTS LYMPHOMA,Burkitt Lymphoma,NCIT:C2912,NCIT
B_CELL_BURKITT,Burkitt Lymphoma,NCIT:C2912,NCIT
CARCINOID TUMOR,Carcinoid Tumor,NCIT:C2915,NCIT
CARCINOID,Carcinoid Tumor,NCIT:C2915,NCIT
CARCINOID-ENDOCRINE TUMOUR,Carcinoid Tumor,NCIT:C2915,NCIT
CARCINOMA,Carcinoma,NCIT:C2916,NCIT
"CANCER OF UNKNOWN PRIMARY, NOS",Carcinoma,NCIT:C2916,NCIT
POORLY DIFFERENTIATED CARCINOMA,Carcinoma<;>Poorly Differentiated,NCIT:C2916<;>NCIT:C14167,NCIT
CARCINOMA-VPD,Carcinoma<;>Poorly Differentiated,NCIT:C2916<;>NCIT:C14167,NCIT
"POORLY DIFFERENTIATED CARCINOMA, NOS",Carcinoma<;>Poorly Differentiated,NCIT:C2916<;>NCIT:C14167,NCIT
CARCINOMA-UD,Carcinoma<;>Undifferentiated,NCIT:C2916<;>NCIT:C14176,NCIT
PROSTATE ADENOCARCINOMA,Prostate Adenocarcinoma,NCIT:C2919,NCIT
PRAD,Prostate Adenocarcinoma,NCIT:C2919,NCIT
"PROSTATE ADENOCARCINOMA, OTHER SUBTYPE",Prostate Adenocarcinoma,NCIT:C2919,NCIT
ADENOCARCINOMA- PROSTATE,Prostate Adenocarcinoma,NCIT:C2919,NCIT
PROSTATE_ADENOCARCINOMA,Prostate Adenocarcinoma,NCIT:C2919,NCIT
SKIN CANCER,Malignant Skin Neoplasm,NCIT:C2920,NCIT
SKIN_CANCER,Malignant Skin Neoplasm,NCIT:C2920,NCIT
BRONCHIOLOALVEOLAR_ADENOCARCINOMA,Minimally Invasive Lung Adenocarcinoma,NCIT:C2923,NCIT
DUCTAL CARCINOMA IN SITU DCIS,Breast Ductal Carcinoma In Situ,NCIT:C2924,NCIT
BREAST DUCTAL CARCINOMA IN SITU,Breast Ductal Carcinoma In Situ,NCIT:C2924,NCIT
NON-SMALL CELL LUNG CANCER,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
NSCLC,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
LUNG_NSC,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
NON SMALL CELL LUNG CANCER OTHER,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
NON-SMALL CELL LUNG,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, UNSPECIFIED",Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
 NON-SMALL_CELL LUNG_CANCER,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
NON_SMALL_CELL_LUNG_CANCER,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
NON SMALL CELL LUNG CANCER,Lung Non-Small Cell Carcinoma,NCIT:C2926,NCIT
POORLY DIFFERENTIATED NON-SMALL CELL LUNG CANCER,Lung Non-Small Cell Carcinoma<;>Poorly Differentiated,NCIT:C2926<;>NCIT:C14167,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, ADENOCARCINOMA",Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,NCIT:C2926<;>NCIT:C3512,NCIT
NSCLC_ADENOCARCINOMA,Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,NCIT:C2926<;>NCIT:C3512,NCIT
"NSCLC, ADENOCARCINOMA",Lung Non-Small Cell Carcinoma<;>Lung Adenocarcinoma,NCIT:C2926<;>NCIT:C3512,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, LARGE CELL CARCINOMA",Lung Non-Small Cell Carcinoma<;>Large Cell Carcinoma,NCIT:C2926<;>NCIT:C3780,NCIT
NSCLC_LARGE_CELL,Lung Non-Small Cell Carcinoma<;>Large Cell Carcinoma,NCIT:C2926<;>NCIT:C3780,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, MUCOEPIDERMOID CARCINOMA",Lung Non-Small Cell Carcinoma<;>Lung Mucoepidermoid Carcinoma,NCIT:C2926<;>NCIT:C45544,NCIT
NSCLC_MUCOEPIDERMOID,Lung Non-Small Cell Carcinoma<;>Lung Mucoepidermoid Carcinoma,NCIT:C2926<;>NCIT:C45544,NCIT
"NON-SMALL CELL LUNG CANCER NSCLC, ADENOSQUAMOUS CARCINOMA",Lung Non-Small Cell Carcinoma<;>Lung Adenosquamous Carcinoma,NCIT:C2926<;>NCIT:C9133,NCIT
NSCLC_ADENOSQUAMOUS,Lung Non-Small Cell Carcinoma<;>Lung Adenosquamous Carcinoma,NCIT:C2926<;>NCIT:C9133,NCIT
PAPILLARY CARCINOMA,Papillary Carcinoma,NCIT:C2927,NCIT
PAPILLARY_CARCINOMA,Papillary Carcinoma,NCIT:C2927,NCIT
"CARCINOMA, PAPILLARY",Papillary Carcinoma,NCIT:C2927,NCIT
SQUAMOUS CELL CARCINOMA,Squamous Cell Carcinoma,NCIT:C2929,NCIT
"SQUAMOUS CELL CARCINOMA, NOS",Squamous Cell Carcinoma,NCIT:C2929,NCIT
SQUAMOUS_CELL_CARCINOMA,Squamous Cell Carcinoma,NCIT:C2929,NCIT
SQUAMOUS CELL CARCINOMA-VPD,Squamous Cell Carcinoma<;>Poorly Differentiated,NCIT:C2929<;>NCIT:C14167,NCIT
"SQUAMOUS CELL CARCINOMA, BASALOID",Squamous Cell Carcinoma<;>Basaloid Cell,NCIT:C2929<;>NCIT:C32190,NCIT
TRANSITIONAL CELL CARCINOMA,Transitional Cell Carcinoma,NCIT:C2930,NCIT
TRANSITIONAL_CELL_CARCINOMA,Transitional Cell Carcinoma,NCIT:C2930,NCIT
CNS DISEASE,Central Nervous System Disorder,NCIT:C2934,NCIT
CHONDROBLASTOMA,Chondroblastoma,NCIT:C2945,NCIT
CHONDROSARCOMA,Chondrosarcoma,NCIT:C2946,NCIT
CHORDOMA,Chordoma,NCIT:C2947,NCIT
CHORIOCARCINOMA,Choriocarcinoma,NCIT:C2948,NCIT
 CHORIOCARCINOMA,Choriocarcinoma,NCIT:C2948,NCIT
CHORIOCARCINOMANON-SEMINOMA,Choriocarcinoma<;>Nonseminomatous,NCIT:C2948<;>NCIT:C28046,NCIT
 CHORIOCARCINOMANON-SEMINOMA,Choriocarcinoma<;>Nonseminomatous,NCIT:C2948<;>NCIT:C28046,NCIT
SEMINOMA; NOSNON-SEMINOMA; CHORIOCARCINOMA,Choriocarcinoma<;>Nonseminomatous<;>Seminoma,NCIT:C2948<;>NCIT:C28046<;>NCIT:C9309,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; CHORIOCARCINOMANON-SEMINOMA; YOLK SAC TUMORSEMINOMA; NOS,Choriocarcinoma<;>Nonseminomatous<;>Seminoma<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,NCIT:C2948<;>NCIT:C28046<;>NCIT:C9309<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C3752,NCIT
INTERMEDIATE RISK CYTOGENETIC ABNORMALITY,Cytogenetic Abnormality<;>Intermediate Risk,NCIT:C2950<;>NCIT:C102402,NCIT
POOR RISK CYTOGENETIC ABNORMALITY,Cytogenetic Abnormality<;>Low Risk,NCIT:C2950<;>NCIT:C102403,NCIT
COLORECTAL CANCER,Colorectal Carcinoma,NCIT:C2955,NCIT
COLORECTAL CARCINOMA,Colorectal Carcinoma,NCIT:C2955,NCIT
COLORECTAL CARCINOMA OTHER,Colorectal Carcinoma,NCIT:C2955,NCIT
COLORECTAL_CANCER,Colorectal Carcinoma,NCIT:C2955,NCIT
CRANIOPHARYNGIOMA,Craniopharyngioma,NCIT:C2964,NCIT
ADENOID CYSTIC CARCINOMA,Adenoid Cystic Carcinoma,NCIT:C2970,NCIT
ACYC,Adenoid Cystic Carcinoma,NCIT:C2970,NCIT
CYSTADENOCARCINOMA,Cystadenocarcinoma,NCIT:C2971,NCIT
"CYSTADENOCARCINOMA, HIGH GRADE SEROUS",Cystadenocarcinoma<;>High Grade<;>Serous,NCIT:C2971<;>NCIT:C14158<;>NCIT:C14168,NCIT
CYSTOADENOCARCINOMA-PD,Cystadenocarcinoma<;>Poorly Differentiated,NCIT:C2971<;>NCIT:C14167,NCIT
"CYSTADENOCARCINOMA, ENDOMETRIOID",Cystadenocarcinoma<;>Endometrioid Adenocarcinoma,NCIT:C2971<;>NCIT:C3769,NCIT
PHYLLODES,Phyllodes Tumor,NCIT:C2977,NCIT
DIABETES DIAGNOSIS INDICATOR,Diabetes Mellitus,NCIT:C2985,NCIT
DOWN SYNDROME,Down Syndrome,NCIT:C2993,NCIT
YOLK SAC TUMOR,Yolk Sac Tumor,NCIT:C3011,NCIT
 YOLK SAC TUMOR,Yolk Sac Tumor,NCIT:C3011,NCIT
NON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Yolk Sac Tumor,NCIT:C3011<;>NCIT:C9015,NCIT
YOLK SAC TUMORNON-SEMINOMA,Nonseminomatous<;>Yolk Sac Tumor,NCIT:C3011<;>NCIT:C9015,NCIT
 YOLK SAC TUMORNON-SEMINOMA,Nonseminomatous<;>Yolk Sac Tumor,NCIT:C3011<;>NCIT:C9015,NCIT
YOLK SAC TUMORSEMINOMA,Yolk Sac Tumor<;>Seminoma,NCIT:C3011<;>NCIT:C9309,NCIT
 YOLK SAC TUMORSEMINOMA,Yolk Sac Tumor<;>Seminoma,NCIT:C3011<;>NCIT:C9309,NCIT
EPENDYMOMA,Ependymoma,NCIT:C3017,NCIT
EPM,Ependymoma,NCIT:C3017,NCIT
FIBROMATOSIS,Fibromatosis,NCIT:C3042,NCIT
FIBROSARCOMA,Fibrosarcoma,NCIT:C3043,NCIT
FIBROSARCOMA_CANCER,Fibrosarcoma,NCIT:C3043,NCIT
GANGLIONEUROMA,Ganglioneuroma,NCIT:C3049,NCIT
GIANT CELL TUMOUR,Giant Cell Tumor,NCIT:C3055,NCIT
GIANT_CELL_TUMOUR,Giant Cell Tumor,NCIT:C3055,NCIT
CASTLEMAN'S DISEASE,Castleman Disease,NCIT:C3056,NCIT
GLIOBLASTOMA MULTIFORME,Glioblastoma,NCIT:C3058,NCIT
GLIOBLASTOMA,Glioblastoma,NCIT:C3058,NCIT
GB,Glioblastoma,NCIT:C3058,NCIT
GBM,Glioblastoma,NCIT:C3058,NCIT
TREATED PRIMARY GBM,Glioblastoma,NCIT:C3058,NCIT
GLIOBLASTOMA MULTIFORME GBM,Glioblastoma,NCIT:C3058,NCIT
GLIOBLASTOMA_MULTIFORME,Glioblastoma,NCIT:C3058,NCIT
GBM_IDHMUT-NON-CODEL,Glioblastoma<;>IDH Gene Family Mutation,NCIT:C3058<;>NCIT:C129264,NCIT
GBM_IDHWT,Glioblastoma<;>IDH Family Wildtype,NCIT:C3058<;>NCIT:C136567,NCIT
"""GLIOBLASTOMA, UD""",Glioblastoma<;>Undifferentiated,NCIT:C3058<;>NCIT:C14176,NCIT
"""GLIOBLASTOMA,UD""",Glioblastoma<;>Undifferentiated,NCIT:C3058<;>NCIT:C14176,NCIT
UNTREATED PRIMARY DE NOVO GBM,Glioblastoma<;>De Novo,NCIT:C3058<;>NCIT:C28354,NCIT
GLIOMA,Glioma,NCIT:C3059,NCIT
ENCAPSULATED GLIOMA,Glioma,NCIT:C3059,NCIT
GRANULOSA CELL TUMOR,Granulosa Cell Tumor,NCIT:C3070,NCIT
GRANULOSA_CELL_TUMOUR,Granulosa Cell Tumor,NCIT:C3070,NCIT
GRANULOSA_CELL_TUMOR,Granulosa Cell Tumor,NCIT:C3070,NCIT
HEMANGIOMA,Hemangioma,NCIT:C3085,NCIT
ANGIOSARCOMA,Angiosarcoma,NCIT:C3088,NCIT
HEPATOCELLULAR CARCINOMA,Hepatocellular Carcinoma,NCIT:C3099,NCIT
HCC,Hepatocellular Carcinoma,NCIT:C3099,NCIT
LIHC,Hepatocellular Carcinoma,NCIT:C3099,NCIT
HEPTOCELLULAR CARCINOMA,Hepatocellular Carcinoma,NCIT:C3099,NCIT
HEPATOCELLULAR_CARCINOMA,Hepatocellular Carcinoma,NCIT:C3099,NCIT
HEPATOCELLULAR_CANCER,Hepatocellular Carcinoma,NCIT:C3099,NCIT
LIVER HEPATOCELLULAR CARCINOMA,Hepatocellular Carcinoma,NCIT:C3099,NCIT
HEPATOCELLULAR CARCINOMA PLUS INTRAHEPATIC CHOLANGIOCARCINOMA,Hepatocellular Carcinoma<;>Intrahepatic Cholangiocarcinoma,NCIT:C3099<;>NCIT:C35417,NCIT
LIVER HEPATOCELLULAR CARCINOMA PLUS INTRAHEPATIC CHOLANGIOCARCINOMA,Hepatocellular Carcinoma<;>Intrahepatic Cholangiocarcinoma,NCIT:C3099<;>NCIT:C35417,NCIT
HISTIOCYTOSIS,Histiocytosis,NCIT:C3106,NCIT
LANGERHANS CELL HISTIOCYTOSIS,Langerhans Cell Histiocytosis,NCIT:C3107,NCIT
HYPERTENSION DIAGNOSIS,Hypertension,NCIT:C3117,NCIT
KERATOACANTHOMA,Keratoacanthoma,NCIT:C3146,NCIT
LEIOMYOSARCOMA,Leiomyosarcoma,NCIT:C3158,NCIT
LEIOMYOSARCOMA LMS,Leiomyosarcoma,NCIT:C3158,NCIT
POORLY DIFFERENTIATED OR PLEOMORPHIC OR EPITHELIOID LEIOMYOSARCOMA,Leiomyosarcoma,NCIT:C3158,NCIT
SARC_LMS,Leiomyosarcoma,NCIT:C3158,NCIT
LEUKEMIA,Leukemia,NCIT:C3161,NCIT
LEUKEMIA_OTHER,Leukemia,NCIT:C3161,NCIT
LEUKAEMIA,Leukemia,NCIT:C3161,NCIT
CLL,Chronic Lymphocytic Leukemia,NCIT:C3163,NCIT
ACUTE LYMPHOID LEUKEMIA,Acute Lymphoblastic Leukemia,NCIT:C3167,NCIT
ALL,Acute Lymphoblastic Leukemia,NCIT:C3167,NCIT
ACUTE LYMPHOBLASTIC LEUKEMIA,Acute Lymphoblastic Leukemia,NCIT:C3167,NCIT
ACUTE_LYMPHOBLASTIC_LEUKAEMIA,Acute Lymphoblastic Leukemia,NCIT:C3167,NCIT
ALL CELLS WERE TAKEN WHEN PATIENT WAS IN RELAPSE,Acute Lymphoblastic Leukemia<;>Recurrent Disease,NCIT:C3167<;>NCIT:C38155,NCIT
ACUTE MEGAKARYOBLASTIC LEUKEMIA,Acute Megakaryoblastic Leukemia,NCIT:C3170,NCIT
ACUTE MEGAKARYOBLASTIC LEUKAEMIA,Acute Megakaryoblastic Leukemia,NCIT:C3170,NCIT
M7,Acute Megakaryoblastic Leukemia,NCIT:C3170,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M7 MEGAKARYOBLASTIC",Acute Megakaryoblastic Leukemia,NCIT:C3170,NCIT
 ACUTE MEGAKARYOBLASTIC LEUKAEMIA,Acute Megakaryoblastic Leukemia,NCIT:C3170,NCIT
M7DOWN,Acute Megakaryoblastic Leukemia<;>Down Syndrome,NCIT:C3170<;>NCIT:C2993,NCIT
ACUTE MYELOID LEUKEMIA,Acute Myeloid Leukemia,NCIT:C3171,NCIT
AML,Acute Myeloid Leukemia,NCIT:C3171,NCIT
ACUTE MYELOBLASTIC LEUKEMIA,Acute Myeloid Leukemia,NCIT:C3171,NCIT
ACUTE_MYELOID_LEUKAEMIA,Acute Myeloid Leukemia,NCIT:C3171,NCIT
ACUTE MYELOID LEUKEMIAS,Acute Myeloid Leukemia,NCIT:C3171,NCIT
AMLM,Acute Myeloid Leukemia,NCIT:C3171,NCIT
ACUTE MYELOID LEUKAEMIA AML AND RELATED PRECURSOR NEOPLASMS,Acute Myeloid Leukemia,NCIT:C3171,NCIT
"ACUTE MYELOID LEUKAEMIA, NOS",Acute Myeloid Leukemia,NCIT:C3171,NCIT
ACUTE MYELOGENOUS LEUKEMIA AML,Acute Myeloid Leukemia,NCIT:C3171,NCIT
LAML,Acute Myeloid Leukemia,NCIT:C3171,NCIT
AML-MDS,Acute Myeloid Leukemia<;>Myelodysplastic Syndrome,NCIT:C3171<;>NCIT:C3247,NCIT
CHRONIC_MYELOID_LEUKAEMIA,Chronic Myelogenous Leukemia,NCIT:C3174,NCIT
CHRONIC MYELOGENOUS LEUKEMIA,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT:C3174,NCIT
CML,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT:C3174,NCIT
CHRONIC MYELOGENOUS LEUKEMIA CML,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT:C3174,NCIT
"CHRONIC MYELOID LEUKEMIA, BCR-ABL1+","Chronic Myelogenous Leukemia, BCR-ABL1 Positive",NCIT:C3174,NCIT
"CHRONIC MYELOGENOUS LEUKEMIA CML, BLAST CRISIS","Chronic Myelogenous Leukemia, BCR-ABL1 Positive<;>Blastic Phase",NCIT:C3174<;>NCIT:C115160,NCIT
CHRONIC MYELOMONOCYTIC LEUKEMIA,Chronic Myelomonocytic Leukemia,NCIT:C3178,NCIT
CMML,Chronic Myelomonocytic Leukemia,NCIT:C3178,NCIT
CHRONIC MYELOMONOCYTIC LEUKAEMIA,Chronic Myelomonocytic Leukemia,NCIT:C3178,NCIT
PLASMA_CELL_LEUKEMIA,Plasma Cell Leukemia,NCIT:C3180,NCIT
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12;  PML-RARA,Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
ACUTE PROMYELOCYTIC LEUKAEMIA WITH T15;17Q22;Q12; PML-RARA,Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
APL WITH PML-RARA,Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
M3,Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
PRO MYELOCYTIC LEUKEMIA,Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M3 PROMYELOCYTIC",Acute Promyelocytic Leukemia with PML-RARA,NCIT:C3182,NCIT
T-ALL,T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
ACUTE_LYMPHOBLASTIC_T_CELL_LEUKAEMIA,T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
T-CELL_ALL,T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
"ACUTE LYMPHOBLASTIC LEUKEMIA ALL, T-CELL",T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
T-CELL ACUTE LYMPHOID LEUKEMIA,T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
TALL,T Acute Lymphoblastic Leukemia,NCIT:C3183,NCIT
ADULT T-CELL LEUKEMIA/LYMPHOMA,Adult T-Cell Leukemia/Lymphoma,NCIT:C3184,NCIT
ADULT_T_CELL_LYMPHOMA-LEUKAEMIA,Adult T-Cell Leukemia/Lymphoma,NCIT:C3184,NCIT
ATL,Adult T-Cell Leukemia/Lymphoma,NCIT:C3184,NCIT
LIPOSARCOMA,Liposarcoma,NCIT:C3194,NCIT
SARCOMA LIPO,Liposarcoma,NCIT:C3194,NCIT
SARC LS,Liposarcoma,NCIT:C3194,NCIT
MUCINOUS LIPOSARCOMA,Liposarcoma<;>Mucinous,NCIT:C3194<;>NCIT:C14163,NCIT
LYMPHOMA,Lymphoma,NCIT:C3208,NCIT
MALIGNANT LYMPHOMA,Lymphoma,NCIT:C3208,NCIT
"LYMPHATIC CANCER, NOS",Lymphoma,NCIT:C3208,NCIT
LYMPHOMA_UNSPECIFIED,Lymphoma,NCIT:C3208,NCIT
LYMPHOID CANCER,Lymphoma,NCIT:C3208,NCIT
FOLLICULAR LYMPHOMA,Follicular Lymphoma,NCIT:C3209,NCIT
FL,Follicular Lymphoma,NCIT:C3209,NCIT
B_CELL_FOLLICULAR,Follicular Lymphoma,NCIT:C3209,NCIT
NON-HODGKIN LYMPHOMA,Non-Hodgkin Lymphoma,NCIT:C3211,NCIT
NHL,Non-Hodgkin Lymphoma,NCIT:C3211,NCIT
NON_HODGKIN_LYMPHOMA,Non-Hodgkin Lymphoma,NCIT:C3211,NCIT
NON-HODGKINS LYMPHOMA,Non-Hodgkin Lymphoma,NCIT:C3211,NCIT
ARM,Arm,NCIT:C32141,NCIT
BASALOID,Basaloid Cell,NCIT:C32190,NCIT
BLADDER_TRANSITIONAL_CELL,Bladder Urothelial Cell,NCIT:C32210,NCIT
MEDULLOBLASTOMA,Medulloblastoma,NCIT:C3222,NCIT
MBL,Medulloblastoma,NCIT:C3222,NCIT
MELANOMA,Melanoma,NCIT:C3224,NCIT
MALIGNANT MELANOMA,Melanoma,NCIT:C3224,NCIT
MELANOTIC MELANOMA,Melanoma,NCIT:C3224,NCIT
MALIGNANT MELANOTIC MELANOMA,Melanoma,NCIT:C3224,NCIT
MALIGNANT_MELANOMA,Melanoma,NCIT:C3224,NCIT
MELANOMA OTHER,Melanoma,NCIT:C3224,NCIT
MENINGIOMA,Meningioma,NCIT:C3230,NCIT
MENINGOTHELIAL TUMOR,Meningioma,NCIT:C3230,NCIT
MESOTHELIOMA,Mesothelioma,NCIT:C3234,NCIT
MESO,Mesothelioma,NCIT:C3234,NCIT
METAPLASIA,Metaplasia,NCIT:C3236,NCIT
PLASMA CELL MYELOMA,Plasma Cell Myeloma,NCIT:C3242,NCIT
MULTIPLE MYELOMA,Plasma Cell Myeloma,NCIT:C3242,NCIT
MYELOMA,Plasma Cell Myeloma,NCIT:C3242,NCIT
PLASMA_CELL_MYELOMA,Plasma Cell Myeloma,NCIT:C3242,NCIT
MULTIPLE_MYELOMA,Plasma Cell Myeloma,NCIT:C3242,NCIT
"MULTIPLE MYELOMA, PLASMACYTOMA",Plasma Cell Myeloma<;>Plasmacytoma,NCIT:C3242<;>NCIT:C9349,NCIT
MYCOSIS FUNGOIDES,Mycosis Fungoides,NCIT:C3246,NCIT
MYCOSIS_FUNGOIDES,Mycosis Fungoides,NCIT:C3246,NCIT
MYELODYSPLASTIC SYNDROMES,Myelodysplastic Syndrome,NCIT:C3247,NCIT
MDS,Myelodysplastic Syndrome,NCIT:C3247,NCIT
S_T_MDS,Myelodysplastic Syndrome,NCIT:C3247,NCIT
AML WITHOUT MATURATION,Acute Myeloid Leukemia without Maturation,NCIT:C3249,NCIT
M1AUER,Acute Myeloid Leukemia without Maturation<;>Auer Rods Present,NCIT:C3249<;>NCIT:C36250,NCIT
AML WITH MATURATION,Acute Myeloid Leukemia with Maturation,NCIT:C3250,NCIT
M2,Acute Myeloid Leukemia with Maturation,NCIT:C3250,NCIT
"ACUTE MYELOGENOUS LEUKEMIA AML, M2 MYELOBLASTIC",Acute Myeloid Leukemia with Maturation,NCIT:C3250,NCIT
M2AUER,Acute Myeloid Leukemia with Maturation<;>Auer Rods Present,NCIT:C3250<;>NCIT:C36250,NCIT
UNKNOWN TUMOR,Neoplasm,NCIT:C3262,NCIT
PARASPIL MASS,Neoplasm<;>Paraspinal,NCIT:C3262<;>NCIT:C129461,NCIT
EMBRYONAL TUMOR,Embryonal Neoplasm,NCIT:C3264,NCIT
EMBT,Embryonal Neoplasm,NCIT:C3264,NCIT
WILMS' TUMOR,Wilms Tumor,NCIT:C3267,NCIT
WILMS TUMOR,Wilms Tumor,NCIT:C3267,NCIT
WT,Wilms Tumor,NCIT:C3267,NCIT
WILMS' TUMORS,Wilms Tumor,NCIT:C3267,NCIT
WILMS,Wilms Tumor,NCIT:C3267,NCIT
GINGIVAL,Gingiva,NCIT:C32677,NCIT
SCHWANNOMA,Schwannoma,NCIT:C3269,NCIT
NEUROBLASTOMA,Neuroblastoma,NCIT:C3270,NCIT
NBL,Neuroblastoma,NCIT:C3270,NCIT
NEUROBLASTOMAÂ ,Neuroblastoma,NCIT:C3270,NCIT
OLIGODENDROGLIOMA,Oligodendroglioma,NCIT:C3288,NCIT
PAGET DISEASE OF THE NIPPLE,Nipple Paget Disease,NCIT:C3301,NCIT
EXTRAMAMMARY PAGET DISEASE,Extramammary Paget Disease,NCIT:C3302,NCIT
PARAGANGLIOMA,Paraganglioma,NCIT:C3308,NCIT
TISSUE NOS,Tissue,NCIT:C33177,NCIT
OMENTUM,Omentum,NCIT:C33209,NCIT
PHEOCHROMOCYTOMA,Adrenal Gland Pheochromocytoma,NCIT:C3326,NCIT
PCPG,Adrenal Gland Pheochromocytoma<;>Paraganglioma,NCIT:C3326<;>NCIT:C3308,NCIT
PINEAL TUMOR,Pineal Region Neoplasm,NCIT:C3328,NCIT
PITUITARY ADENOMA,Pituitary Neuroendocrine Tumor,NCIT:C3329,NCIT
