original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id,notes
ASPS,http://purl.obolibrary.org/obo/NCIT_C3750,NCIT,Alveolar Soft Part Sarcoma,NCIT_C3750,
EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
EMBRYONAL,http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
 EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
 EMBRYONAL CARCINOMA[NOT AVAILABLE],http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
 EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
EMBRYO_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752,NCIT,Embryonal Carcinoma,NCIT_C3752,
NON-SEMINOMA; EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046,NCIT,Embryonal Carcinoma<;>Nonseminomatous,NCIT_C3752<;>NCIT_C28046,
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE],http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046,NCIT,Embryonal Carcinoma<;>Nonseminomatous,NCIT_C3752<;>NCIT_C28046,
NON-SEMINOMA; EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046,NCIT,Embryonal Carcinoma<;>Nonseminomatous,NCIT_C3752<;>NCIT_C28046,
EMBRYONAL CARCINOMANON-SEMINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046,NCIT,Embryonal Carcinoma<;>Nonseminomatous,NCIT_C3752<;>NCIT_C28046,
 EMBRYONAL CARCINOMANON-SEMINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046,NCIT,Embryonal Carcinoma<;>Nonseminomatous,NCIT_C3752<;>NCIT_C28046,
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURE,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C9015,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9015,
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C3011,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9015,
NON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C3011,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9015,
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; CHORIOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C3011<;>http://purl.obolibrary.org/obo/NCIT_C2948,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9015<;>NCIT_C2948,
SEMINOMA; NOSNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C9015<;>http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9015<;>NCIT_C9309,
NON-SEMINOMA; EMBRYONAL CARCINOMASEMINOMA; NOS,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9309,
SEMINOMA; NOSNON-SEMINOMA; EMBRYONAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C28046<;>http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,NCIT_C3752<;>NCIT_C28046<;>NCIT_C9309,
EMBRYONAL CARCINOMASEMINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Embryonal Carcinoma<;>Seminoma,NCIT_C3752<;>NCIT_C9309,
 EMBRYONAL CARCINOMASEMINOMA,http://purl.obolibrary.org/obo/NCIT_C3752<;>http://purl.obolibrary.org/obo/NCIT_C9309,NCIT,Embryonal Carcinoma<;>Seminoma,NCIT_C3752<;>NCIT_C9309,
GERMINOMA,http://purl.obolibrary.org/obo/NCIT_C3753,NCIT,Germinoma,NCIT_C3753,
HEPATOCELLULAR ADENOMA,http://purl.obolibrary.org/obo/NCIT_C3758,NCIT,Hepatocellular Adenoma,NCIT_C3758,
CLASSICAL HCA,http://purl.obolibrary.org/obo/NCIT_C3758,NCIT,Hepatocellular Adenoma,NCIT_C3758,
HCC ON HCA,http://purl.obolibrary.org/obo/NCIT_C3758<;>http://purl.obolibrary.org/obo/NCIT_C3099,NCIT,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,NCIT_C3758<;>NCIT_C3099,
HCA/HCC,http://purl.obolibrary.org/obo/NCIT_C3758<;>http://purl.obolibrary.org/obo/NCIT_C3099,NCIT,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,NCIT_C3758<;>NCIT_C3099,
CLEAR CELL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3766,NCIT,Clear Cell Adenocarcinoma,NCIT_C3766,
CLEAR CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3766,NCIT,Clear Cell Adenocarcinoma,NCIT_C3766,
CLEAR_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3766,NCIT,Clear Cell Adenocarcinoma,NCIT_C3766,
ACINAR CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3768,NCIT,Acinar Cell Carcinoma,NCIT_C3768,
ACINIC CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3768,NCIT,Acinar Cell Carcinoma,NCIT_C3768,
"ACINAR CELL CARCINOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C3768,NCIT,Acinar Cell Carcinoma,NCIT_C3768,
ACINAR/ PAPILLARY,http://purl.obolibrary.org/obo/NCIT_C3768<;>http://purl.obolibrary.org/obo/NCIT_C14166,NCIT,Acinar Cell Carcinoma<;>Papillary,NCIT_C3768<;>NCIT_C14166,
ENDOMETRIOID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3769,NCIT,Endometrioid Adenocarcinoma,NCIT_C3769,
ENDOMETRIOID_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3769,NCIT,Endometrioid Adenocarcinoma,NCIT_C3769,
"ADENOCARCINOMA, ENDOMETRIOID",http://purl.obolibrary.org/obo/NCIT_C3769,NCIT,Endometrioid Adenocarcinoma,NCIT_C3769,
LOBULAR CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3771,NCIT,Breast Lobular Carcinoma,NCIT_C3771,
BREAST LOBULAR HR+,http://purl.obolibrary.org/obo/NCIT_C3771<;>http://purl.obolibrary.org/obo/NCIT_C157056,NCIT,Breast Lobular Carcinoma<;>Hormone Receptor-Positive Breast Carcinoma,NCIT_C3771<;>NCIT_C157056,
MUCOEPIDERMOID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3772,NCIT,Mucoepidermoid Carcinoma,NCIT_C3772,
MUCOEPIDERMOID_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3772,NCIT,Mucoepidermoid Carcinoma,NCIT_C3772,
"CARCINOMA, MUCOEPIDERMOID",http://purl.obolibrary.org/obo/NCIT_C3772,NCIT,Mucoepidermoid Carcinoma,NCIT_C3772,
NEUROENDOCRINE CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3773,NCIT,Neuroendocrine Carcinoma,NCIT_C3773,
"NEUROENDOCRINE CARCINOMA, NOS",http://purl.obolibrary.org/obo/NCIT_C3773,NCIT,Neuroendocrine Carcinoma,NCIT_C3773,
NEUROENDOCRINE CARCINOMA NOS,http://purl.obolibrary.org/obo/NCIT_C3773,NCIT,Neuroendocrine Carcinoma,NCIT_C3773,
82463 NEUROENDOCRINE CARCINOMA NOS,http://purl.obolibrary.org/obo/NCIT_C3773,NCIT,Neuroendocrine Carcinoma,NCIT_C3773,
POORLY DIFFERENTIATED NEC,http://purl.obolibrary.org/obo/NCIT_C3773<;>http://purl.obolibrary.org/obo/NCIT_C14167,NCIT,Neuroendocrine Carcinoma<;>Poorly Differentiated,NCIT_C3773<;>NCIT_C14167,
"ADENOCARCINOMA, SIGNET RING CELL",http://purl.obolibrary.org/obo/NCIT_C3774,NCIT,Signet Ring Cell Carcinoma,NCIT_C3774,
MUCINOUS CYSTADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3776,NCIT,Mucinous Cystadenocarcinoma,NCIT_C3776,
"CYSTADENOCARCINOMA, MUCINOUS",http://purl.obolibrary.org/obo/NCIT_C3776,NCIT,Mucinous Cystadenocarcinoma,NCIT_C3776,
SEROUS CYSTADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3778,NCIT,Serous Cystadenocarcinoma,NCIT_C3778,
"CARCINOMA, GIANT CELL",http://purl.obolibrary.org/obo/NCIT_C3779,NCIT,Giant Cell Carcinoma,NCIT_C3779,
LARGE_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3780,NCIT,Large Cell Carcinoma,NCIT_C3780,
LARGE CELL-UD,http://purl.obolibrary.org/obo/NCIT_C3780<;>http://purl.obolibrary.org/obo/NCIT_C14176,NCIT,Large Cell Carcinoma<;>Undifferentiated,NCIT_C3780<;>NCIT_C14176,
LARGE CELL CARCINOMA-UD,http://purl.obolibrary.org/obo/NCIT_C3780<;>http://purl.obolibrary.org/obo/NCIT_C14176,NCIT,Large Cell Carcinoma<;>Undifferentiated,NCIT_C3780<;>NCIT_C14176,
NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3787,NCIT,Neuroepithelial Neoplasm,NCIT_C3787,
MISCELLANEOUS NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3787,NCIT,Neuroepithelial Neoplasm,NCIT_C3787,
PRIMARY NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3787,NCIT,Neuroepithelial Neoplasm,NCIT_C3787,
HIGH-GRADE NEUROEPITHELIAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3787<;>http://purl.obolibrary.org/obo/NCIT_C14158,NCIT,Neuroepithelial Neoplasm<;>High Grade,NCIT_C3787<;>NCIT_C14158,
GANGLIOGLIOMA,http://purl.obolibrary.org/obo/NCIT_C3788,NCIT,Ganglioglioma,NCIT_C3788,
OLFACTORY NEUROBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3789,NCIT,Olfactory Neuroblastoma,NCIT_C3789,
GANGLIONEUROBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3790,NCIT,Ganglioneuroblastoma,NCIT_C3790,
CENTRAL NEUROCYTOMA,http://purl.obolibrary.org/obo/NCIT_C3791,NCIT,Central Neurocytoma,NCIT_C3791,
SEX CORD-STROMAL TUMOUR,http://purl.obolibrary.org/obo/NCIT_C3794,NCIT,Sex Cord-Stromal Tumor,NCIT_C3794,
SEX CORD STROMAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3794,NCIT,Sex Cord-Stromal Tumor,NCIT_C3794,
GLIOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3796,NCIT,Gliosarcoma,NCIT_C3796,
"GLIOSARCOMA, IDH-WILDTYPE",http://purl.obolibrary.org/obo/NCIT_C3796<;>http://purl.obolibrary.org/obo/NCIT_C136567,NCIT,Gliosarcoma<;>IDH Family Wildtype,NCIT_C3796<;>NCIT_C136567,
MALIGNANT PERIPHERAL NERVE SHEATH TUMOR,http://purl.obolibrary.org/obo/NCIT_C3798,NCIT,Malignant Peripheral Nerve Sheath Tumor,NCIT_C3798,
MALIGNANT PERIPHERAL NERVE SHEATH TUMORS MPNST,http://purl.obolibrary.org/obo/NCIT_C3798,NCIT,Malignant Peripheral Nerve Sheath Tumor,NCIT_C3798,
EPITHELIOID HEMANGIOENDOTHELIOMA,http://purl.obolibrary.org/obo/NCIT_C3800,NCIT,Epithelioid Hemangioendothelioma,NCIT_C3800,
HEMANGIOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3801,NCIT,Hemangioblastoma,NCIT_C3801,
CERVICOMEDULLARY HEMANGIOBLASTOMA,http://purl.obolibrary.org/obo/NCIT_C3801<;>http://purl.obolibrary.org/obo/NCIT_C12973,NCIT,Hemangioblastoma<;>Cervicomedullary Junction,NCIT_C3801<;>NCIT_C12973,
AMELANOTIC,http://purl.obolibrary.org/obo/NCIT_C3802,NCIT,Amelanotic Melanoma,NCIT_C3802,
MALIGNANT AMELANOTIC MELANOMA,http://purl.obolibrary.org/obo/NCIT_C3802,NCIT,Amelanotic Melanoma,NCIT_C3802,
"MELANOMA, AMELANOTIC",http://purl.obolibrary.org/obo/NCIT_C3802,NCIT,Amelanotic Melanoma,NCIT_C3802,
BLUE NEVUS,http://purl.obolibrary.org/obo/NCIT_C3803,NCIT,Blue Nevus,NCIT_C3803,
RT,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
RHABDOID TUMOR,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
RHABDOID TUMOUR,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
RHABDOID CANCER,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
MALIGNANT RHABDOID TUMOR,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
MALIGNANT_RHABDOID_TUMOR,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
RHABDOID_TUMOUR,http://purl.obolibrary.org/obo/NCIT_C3808,NCIT,Rhabdoid Tumor,NCIT_C3808,
EXTRACRANIAL RHABDOID,http://purl.obolibrary.org/obo/NCIT_C3808<;>http://purl.obolibrary.org/obo/NCIT_C94424,NCIT,Rhabdoid Tumor<;>Extracranial,NCIT_C3808<;>NCIT_C94424,
PERIVASCULAR EPITHELIOID CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C38150,NCIT,PEComa,NCIT_C38150,
HEPATOCHOLANGIOCARCINOMA MIXED,http://purl.obolibrary.org/obo/NCIT_C3828,NCIT,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,NCIT_C3828,
INTRADUCTAL PAPILLARY MUCINOUS NEOPLASM,http://purl.obolibrary.org/obo/NCIT_C38342,NCIT,Pancreatic Intraductal Papillary-Mucinous Neoplasm,NCIT_C38342,
GALLBLADDER CANCER,http://purl.obolibrary.org/obo/NCIT_C3844,NCIT,Gallbladder Carcinoma,NCIT_C3844,
GALLBLADDER CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3844,NCIT,Gallbladder Carcinoma,NCIT_C3844,
GALLBLADDER CARCINOMA OTHER,http://purl.obolibrary.org/obo/NCIT_C3844,NCIT,Gallbladder Carcinoma,NCIT_C3844,
GBC,http://purl.obolibrary.org/obo/NCIT_C3844,NCIT,Gallbladder Carcinoma,NCIT_C3844,
PANCREATIC CANCER,http://purl.obolibrary.org/obo/NCIT_C3850,NCIT,Pancreatic Carcinoma,NCIT_C3850,
PANCREATIC_CANCER,http://purl.obolibrary.org/obo/NCIT_C3850,NCIT,Pancreatic Carcinoma,NCIT_C3850,
"PANCREATIC CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C3850,NCIT,Pancreatic Carcinoma,NCIT_C3850,
PANCREATIC CANCER OTHER,http://purl.obolibrary.org/obo/NCIT_C3850,NCIT,Pancreatic Carcinoma,NCIT_C3850,
"OVARIAN/FALLOPIAN TUBE CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C3867<;>http://purl.obolibrary.org/obo/NCIT_C4908,NCIT,Fallopian Tube Carcinoma<;>Ovarian Carcinoma,NCIT_C3867<;>NCIT_C4908,
GASTROINTESTINAL STROMAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3868,NCIT,Gastrointestinal Stromal Tumor,NCIT_C3868,
GIST,http://purl.obolibrary.org/obo/NCIT_C3868,NCIT,Gastrointestinal Stromal Tumor,NCIT_C3868,
GASTROINTESTINAL STROMAL,http://purl.obolibrary.org/obo/NCIT_C3868,NCIT,Gastrointestinal Stromal Tumor,NCIT_C3868,
NASOPHARYNGEAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3871,NCIT,Nasopharyngeal Carcinoma,NCIT_C3871,
OVARIAN GERM CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3873,NCIT,Ovarian Germ Cell Tumor,NCIT_C3873,
ANAPLASTIC THYROID CANCER,http://purl.obolibrary.org/obo/NCIT_C3878,NCIT,Thyroid Gland Anaplastic Carcinoma,NCIT_C3878,
ANAPLASTIC THYROID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3878,NCIT,Thyroid Gland Anaplastic Carcinoma,NCIT_C3878,
MEDULLARY THYROID CANCER,http://purl.obolibrary.org/obo/NCIT_C3879,NCIT,Thyroid Gland Medullary Carcinoma,NCIT_C3879,
MEDULLARY THYROID CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3879,NCIT,Thyroid Gland Medullary Carcinoma,NCIT_C3879,
MEDULLA_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3879,NCIT,Thyroid Gland Medullary Carcinoma,NCIT_C3879,
RENAL ANGIOMYOLIPOMA,http://purl.obolibrary.org/obo/NCIT_C3888,NCIT,Kidney Angiomyolipoma,NCIT_C3888,
EXTRANODAL MARGINAL ZONE LYMPHOMA OF MUCOSA-ASSOCIATED LYMPHOID TISSUE MALT LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C3898,NCIT,Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue,NCIT_C3898,
TELANGIECTATIC OSTEOSARCOMA,http://purl.obolibrary.org/obo/NCIT_C3902,NCIT,Telangiectatic Osteosarcoma,NCIT_C3902,
AMPULLARY CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3908,NCIT,Ampulla of Vater Carcinoma,NCIT_C3908,
AMPULLARY CANCER,http://purl.obolibrary.org/obo/NCIT_C3908,NCIT,Ampulla of Vater Carcinoma,NCIT_C3908,
SMALL CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3915,NCIT,Small Cell Neuroendocrine Carcinoma,NCIT_C3915,
SMALL_CELL_CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C3915,NCIT,Small Cell Neuroendocrine Carcinoma,NCIT_C3915,
SMALL CELL CARCINOMA OF UNKNOWN PRIMARY,http://purl.obolibrary.org/obo/NCIT_C3915,NCIT,Small Cell Neuroendocrine Carcinoma,NCIT_C3915,
CARCINOMA SMALL CELL,http://purl.obolibrary.org/obo/NCIT_C3915,NCIT,Small Cell Neuroendocrine Carcinoma,NCIT_C3915,
VAGINAL CANCER,http://purl.obolibrary.org/obo/NCIT_C3917,NCIT,Vaginal Carcinoma,NCIT_C3917,
EXTRA GONADAL GERM CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C3918,NCIT,Extragonadal Germ Cell Tumor,NCIT_C3918,
INFLAMMATORY MYOFIBROBLASTIC LUNG TUMOR,http://purl.obolibrary.org/obo/NCIT_C39740,NCIT,Lung Inflammatory Myofibroblastic Tumor,NCIT_C39740,
"GLIOBLASTOMA, IDH-WILDTYPE",http://purl.obolibrary.org/obo/NCIT_C39750,NCIT,"Glioblastoma, IDH-Wildtype",NCIT_C39750,
"GLIOBLASTOMA, IDH-WILDTPYE",http://purl.obolibrary.org/obo/NCIT_C39750,NCIT,"Glioblastoma, IDH-Wildtype",NCIT_C39750,
"GLIOBLASTOMA WITH PRIMITIVE NEURONAL COMPONENT, IDH-WILDTYPE",http://purl.obolibrary.org/obo/NCIT_C39750<;>http://purl.obolibrary.org/obo/NCIT_C129296,NCIT,"Glioblastoma, IDH-Wildtype<;>Glioblastoma with Primitive Neuronal Component",NCIT_C39750<;>NCIT_C129296,
RENAL MUCINOUS TUBULAR SPINDLE CELL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C39807,NCIT,Mucinous Tubular and Spindle Cell Carcinoma of the Kidney,NCIT_C39807,
URACHAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C39842,NCIT,Bladder Urachal Carcinoma,NCIT_C39842,
URACHAL ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C39843,NCIT,Bladder Urachal Adenocarcinoma,NCIT_C39843,
BLADDER UROTHELIAL CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C39851,NCIT,Bladder Urothelial Carcinoma,NCIT_C39851,
BLCA,http://purl.obolibrary.org/obo/NCIT_C39851,NCIT,Bladder Urothelial Carcinoma,NCIT_C39851,
BLADDER UROTHELIAL,http://purl.obolibrary.org/obo/NCIT_C39851,NCIT,Bladder Urothelial Carcinoma,NCIT_C39851,
MUSCLE INVASIVE UROTHELIAL CARCINOMA PT2 OR ABOVE,http://purl.obolibrary.org/obo/NCIT_C39853,NCIT,Infiltrating Urothelial Carcinoma,NCIT_C39853,
JUVENILE GRANULOSA CELL TUMOR,http://purl.obolibrary.org/obo/NCIT_C39947,NCIT,Juvenile Granulosa Cell Tumor,NCIT_C39947,
BRENNER TUMOR,http://purl.obolibrary.org/obo/NCIT_C39954,NCIT,Brenner Tumor,NCIT_C39954,
BRENNER_TUMOUR,http://purl.obolibrary.org/obo/NCIT_C39954,NCIT,Brenner Tumor,NCIT_C39954,
"CARCINOMA, BRENNER",http://purl.obolibrary.org/obo/NCIT_C39954,NCIT,Brenner Tumor,NCIT_C39954,
BRENNER_TUMOR,http://purl.obolibrary.org/obo/NCIT_C39954,NCIT,Brenner Tumor,NCIT_C39954,
MGUS,http://purl.obolibrary.org/obo/NCIT_C3996,NCIT,Monoclonal Gammopathy of Undetermined Significance,NCIT_C3996,
"STEROID CELL TUMOR, NOS",http://purl.obolibrary.org/obo/NCIT_C39979,NCIT,"Ovarian Steroid Cell Tumor, Not Otherwise Specified",NCIT_C39979,
INFLAMMATORY BREAST CANCER,http://purl.obolibrary.org/obo/NCIT_C4001,NCIT,Breast Inflammatory Carcinoma,NCIT_C4001,
MUCINOUS OVARIAN CANCER,http://purl.obolibrary.org/obo/NCIT_C40033,NCIT,Malignant Ovarian Mucinous Tumor,NCIT_C40033,
STOMACH ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
STAD,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
GASTRIC ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
STOMACH ADENOCARINOMA,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
"STOMACH, ADENOCARCINOMA, NOT OTHERWISE SPECIFIED NOS",http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
GASTRIC_ADENOCARCINOMA,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
STAD_GS,http://purl.obolibrary.org/obo/NCIT_C4004,NCIT,Gastric Adenocarcinoma,NCIT_C4004,
STAD_POLE,http://purl.obolibrary.org/obo/NCIT_C4004<;>http://purl.obolibrary.org/obo/NCIT_C131797,NCIT,Gastric Adenocarcinoma<;>POLE Gene Mutation,NCIT_C4004<;>NCIT_C131797,
STAD_EBV,http://purl.obolibrary.org/obo/NCIT_C4004<;>http://purl.obolibrary.org/obo/NCIT_C14204,NCIT,Gastric Adenocarcinoma<;>Epstein-Barr Virus,NCIT_C4004<;>NCIT_C14204,
STAD_MSI,http://purl.obolibrary.org/obo/NCIT_C4004<;>http://purl.obolibrary.org/obo/NCIT_C36318,NCIT,Gastric Adenocarcinoma<;>Microsatellite Instability,NCIT_C4004<;>NCIT_C36318,
STAD_CIN,http://purl.obolibrary.org/obo/NCIT_C4004<;>http://purl.obolibrary.org/obo/NCIT_C48195,NCIT,Gastric Adenocarcinoma<;>Chromosomal Instability,NCIT_C4004<;>NCIT_C48195,
CLEAR CELL OVARIAN CANCER,http://purl.obolibrary.org/obo/NCIT_C40076,NCIT,Ovarian Clear Cell Tumor,NCIT_C40076,
OVARIAN CLEAR CELL,http://purl.obolibrary.org/obo/NCIT_C40077,NCIT,Malignant Ovarian Clear Cell Tumor,NCIT_C40077,
CCOV,http://purl.obolibrary.org/obo/NCIT_C40077,NCIT,Malignant Ovarian Clear Cell Tumor,NCIT_C40077,
CLEAR CELL BORDERLINE OVARIAN TUMOR,http://purl.obolibrary.org/obo/NCIT_C40080,NCIT,Borderline Ovarian Clear Cell Tumor,NCIT_C40080,
OVARIAN SEROMUCINOUS CARCINOMA,http://purl.obolibrary.org/obo/NCIT_C40090,NCIT,Ovarian Seromucinous Carcinoma,NCIT_C40090,
"ADENOCARCINOMA, SEROUS",http://purl.obolibrary.org/obo/NCIT_C40101,NCIT,Serous Adenocarcinoma,NCIT_C40101,
"ADENOCARCINOMA, HIGH GRADE SEROUS",http://purl.obolibrary.org/obo/NCIT_C40101<;>http://purl.obolibrary.org/obo/NCIT_C14158,NCIT,Serous Adenocarcinoma<;>High Grade,NCIT_C40101<;>NCIT_C14158,
HEAD AND NECK CANCER,http://purl.obolibrary.org/obo/NCIT_C4013,NCIT,Malignant Head and Neck Neoplasm,NCIT_C4013,
"HEAD AND NECK CANCER, NOS",http://purl.obolibrary.org/obo/NCIT_C4013,NCIT,Malignant Head and Neck Neoplasm,NCIT_C4013,
"HEAD AND NECK CARCINOMA, OTHER",http://purl.obolibrary.org/obo/NCIT_C4013,NCIT,Malignant Head and Neck Neoplasm,NCIT_C4013,
