"original_value","curated_ontology","curated_ontology_term_id","curated_ontology_term_db"
"Primary Myelofibrosis","Primary Myelofibrosis","NCIT:C2862","NCIT"
"MDS/MPN, Unclassifiable",NA,NA,NA
"Endometrial Adenocarcinoma","Endometrial Adenocarcinoma","NCIT:C7359","NCIT"
"Gastric Adenocarcinoma","Gastric Adenocarcinoma","NCIT:C4004","NCIT"
"Liver Hepatocellular Carcinoma",NA,NA,NA
"Myxoid Fibrosarcoma",NA,NA,NA
"Melanoma Other",NA,NA,NA
"Uterine Corpus Endometrial Carcinoma Other",NA,NA,NA
"Gallbladder Adenocarcinoma","Gallbladder Adenocarcinoma","NCIT:C9166","NCIT"
"Small Bowel Adenocarcinoma","Small Intestinal Adenocarcinoma","NCIT:C7888","NCIT"
"Mucinous Liposarcoma",NA,NA,NA
"Unclassified Sarcoma",NA,NA,NA
"Soft Tissue Sarcoma Other",NA,NA,NA
"Liver Hepatocellular Carcinoma plus Intrahepatic Cholangiocarcinoma",NA,NA,NA
"Ovarian Adenocarcinoma","Ovarian Adenocarcinoma","NCIT:C7700","NCIT"
"Head and Neck Carcinoma Other",NA,NA,NA
"Ovarian Serous Carcinoma","ovarian serous carcinoma","EFO:1001516","EFO"
"Urothelial Carcinoma Other",NA,NA,NA
"Pancreatic Cancer Other",NA,NA,NA
"Breast Carcinoma Other",NA,NA,NA
"Uterine Serous Carcinoma","Endometrial Serous Adenocarcinoma","EFO:1000238","EFO"
"Undifferentiated Pleomorphic Sarcoma Malignant Fibrous Histiocytoma",NA,NA,NA
"Gallbladder Neuroendocrine Tumor","Gallbladder Neuroendocrine Tumor","NCIT:C96918","NCIT"
"Gastric Neuroendocrine Tumor","Gastric Neuroendocrine Tumor","NCIT:C95871","NCIT"
"Gallbladder Carcinoma Other",NA,NA,NA
"Unclassified Kidney Renal Cell Carcinoma",NA,NA,NA
"Esophageal Carcinoma Other",NA,NA,NA
"Papillary Kidney Renal Cell Carcinoma",NA,NA,NA
"Spindle Cell Sarcoma","Spindle Cell Sarcoma","NCIT:C27005","NCIT"
"Fibromatosis","Fibromatosis","NCIT:C3042","NCIT"
"Well Differentiated Liposarcoma","well-differentiated liposarcoma","EFO:0000736","EFO"
"Breast Microinvasive Carcinoma",NA,NA,NA
"Malignant Small Cell Tumor",NA,NA,NA
"Colorectal Carcinoma Other",NA,NA,NA
"Chromophobe Kidney Renal Cell Carcinoma",NA,NA,NA
"Papillary Throid Carcinoma",NA,NA,NA
"Non Small Cell Lung Cancer Other",NA,NA,NA
"Colorectal Neuroendocrine Tumor","Colorectal Neuroendocrine Tumor","NCIT:C96159","NCIT"
"Fibroblastic Myofibroblastic Tumor",NA,NA,NA
"Kidney Renal Cell Carcinoma Other",NA,NA,NA
"Ovarian Granulosa Cell Tumor","Ovarian Granulosa Cell Tumor","NCIT:C6261","NCIT"
"Gallbladder Adenosquamous Carcinoma","Gallbladder Adenosquamous Carcinoma","NCIT:C7356","NCIT"
"Bone Sarcoma Other",NA,NA,NA
"Solitary Fibrous Tumor","Solitary Fibrous Tumor","NCIT:C7634","NCIT"
"Esophageal Neuroendocrine Tumor","Esophageal Neuroendocrine Tumor","NCIT:C95616","NCIT"
"Esophageal Adenosquamous Carcinoma","Esophageal Adenosquamous Carcinoma","NCIT:C27421","NCIT"
"Gastric Carcinoma Other",NA,NA,NA
"Nerve Sheath Tumor","Nerve Sheath Neoplasm","NCIT:C4972","NCIT"
"Medullary Thyroid Carcinoma","Medullary thyroid carcinoma","HP:0002865","HP"
"Small Bowel Neuroendocrine Tumor",NA,NA,NA
"Ovarian Carcinoma Other",NA,NA,NA
"Thyroid Carcinoma Other",NA,NA,NA
"MiT family translocation renal cell carcinoma","MIT family translocation renal cell carcinoma","MONDO:0017886","MONDO"
"Follicular Thyroid Carcinoma","Follicular thyroid carcinoma","HP:0006731","HP"
"Intraductal Papillary Mucinous Neoplasm with an associated Invasive Carcinoma","Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma","NCIT:C5726","NCIT"
"Low grade Fibromyxoid Sarcoma","Low Grade Fibromyxoid Sarcoma","EFO:1000328","EFO"
"Extrarenal Rhabdoid Tumor","Extrarenal Rhabdoid Tumor","NCIT:C6586","NCIT"
"Adenoid Cystic Carcinoma of the Lung","Lung Adenoid Cystic Carcinoma","NCIT:C5666","NCIT"
"Breast Neoplasm, NOS",NA,NA,NA
"Breast Invasive Carcinosarcoma, NOS",NA,NA,NA
"Juvenile Secretory Carcinoma of the Breast","Breast Secretory Carcinoma","NCIT:C4189","NCIT"
"Salivary Adenocarcinoma NOS",NA,NA,NA
"Activated B-cell Type",NA,NA,NA
"Germinal Center B-Cell Type",NA,NA,NA
"Congenital Fibrosarcoma","congenital fibrosarcoma","MONDO:0004557","MONDO"
"Non-Seminomatous Germ Cell Tumor, predominantly yolk sac type",NA,NA,NA
"Pleuropulmonary blastoma","Pleuropulmonary blastoma","EFO:0009052","EFO"
"Choroid Plexus Papilloma","Choroid Plexus Papilloma","NCIT:C3698","NCIT"
"Plexiform Schwannoma","Plexiform Schwannoma","NCIT:C6969","NCIT"
"Glioblastoma multiforme","Glioblastoma multiforme","HP:0012174","HP"
"Nephroblastomatosis","Nephroblastomatosis","HP:0008643","HP"
"Nested stromal epithelial tumor of the liver",NA,NA,NA
"Rhabdomyosarcoma, Alveolar subtype",NA,NA,NA
"Hodgkin Lymphoma-like PTLD",NA,NA,NA
"Inflammatory myofibroblastic tumor","inflammatory myofibroblastic tumor","MONDO:0015798","MONDO"
"Plexiform fibrohistiocytic tumor","Plexiform Fibrohistiocytic Tumor","NCIT:C6493","NCIT"
"Non-seminomatous Mixed Germ Cell Tumor",NA,NA,NA
"Pilomatrix carcinoma","Pilomatrical Carcinoma","NCIT:C4114","NCIT"
"Anaplastic pleomorphic xanthoastrocytoma","Anaplastic Pleomorphic Xanthoastrocytoma","NCIT:C129327","NCIT"
"Anaplastic medulloblastoma","Anaplastic Medulloblastoma","NCIT:C92625","NCIT"
"Mucoepidermoid carcinoma of the lung","pulmonary mucoepidermoid carcinoma","EFO:0006740","EFO"
"Optic nerve glioma","Optic nerve glioma","HP:0009734","HP"
"Pineal Germ Cell Tumor","Pineal Region Germ Cell Tumor","NCIT:C4659","NCIT"
"Small round blue cell tumor/ Ewing Sarcoma",NA,NA,NA
"Thymic Neuroendocrine Tumor","thymic neuroendocrine tumor","MONDO:0019964","MONDO"
"Head and Neck","Head and Neck","NCIT:C12418","NCIT"
"Mucinous Adenocarcinoma Lymph Node",NA,NA,NA
"Clear Cell Carcinoma of the Lung","large cell lung carcinoma, clear cell variant","MONDO:0024386","MONDO"
"Bowel","Intestine","NCIT:C12736","NCIT"
"Sarcomatoid",NA,NA,NA
"Adenosarcoma","Adenosarcoma","NCIT:C9474","NCIT"
"Cervical Neuroendocrine Tumor","Cervical Neuroendocrine Tumor","NCIT:C188221","NCIT"
"Seminal Vesicle Carcinoma",NA,NA,NA
"B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1",NA,NA,NA
"B-Lymphoblastic Leukemia/Lymphoma, BCR-ABL1 Like",NA,NA,NA
"Embryonal Tumor with Abundant Neuropil and True Rosettes","Embryonal Tumor with Multilayered Rosettes, C19MC-Altered","NCIT:C4915","NCIT"
"Early T-Cell Precursor Lymphoblastic Leukemia","Early T Acute Lymphoblastic Leukemia","NCIT:C130043","NCIT"
"Germinoma","Germinoma","HP:0100620","HP"
"Rosai-Dorfman Disease","Rosai-Dorfman Disease","NCIT:C36075","NCIT"
"Adenosquamous Carcinoma of the Gallbladder","Gallbladder Adenosquamous Carcinoma","NCIT:C7356","NCIT"
"Extra Gonadal Germ Cell Tumor",NA,NA,NA
"Atypical Nevus","Atypical nevus","HP:0001062","HP"
"Ocular Melanoma","Ocular Melanoma","NCIT:C8562","NCIT"
"Desmoplastic Small Round Cell Tumor","Desmoplastic Small Round Cell Tumor","NCIT:C8300","NCIT"
"Extraskeletal Osteosarcoma","Extraskeletal Osteosarcoma","NCIT:C8810","NCIT"
"Infantile Sarcoma",NA,NA,NA
"Myxoinflammatory Fibroblastic Sarcoma","Myxoinflammatory Fibroblastic Sarcoma","NCIT:C49025","NCIT"
"Paraosteal Osteosarcoma",NA,NA,NA
"Pseudomyogenic Hemangioendothelioma","Pseudomyogenic Hemangioendothelioma","NCIT:C121668","NCIT"
"Round Cell Sarcoma, Other",NA,NA,NA
"Undifferentiated Pleomorphic Sarcoma/Maligant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma",NA,NA,NA
"Epithelial Type Metaplastic Breast Cancer",NA,NA,NA
"Cervical Adenoid Cystic Carcinoma","Cervical Adenoid Cystic Carcinoma","NCIT:C6346","NCIT"
"Cervical Adenocarcinoma In Situ","Cervical Adenocarcinoma In Situ","NCIT:C4520","NCIT"
"Porocarcinoma/Spiroadenocarcinoma","eccrine porocarcinoma","MONDO:0006189","MONDO"
"Carcinoma with Chondroid Metaplasia",NA,NA,NA
"Carcinoma with Osseous Metaplasia",NA,NA,NA
"Adenocarcinoma of Gallbladder","gallbladder adenocarcinoma","MONDO:0006215","MONDO"
"Small Cell Neuroendocrine Carcinoma of Gallbladder",NA,NA,NA
"Squamous Cell Carcinoma of Gallbladder","Gallbladder Squamous Cell Carcinoma","NCIT:C9170","NCIT"
"Adenosquamous Carcinoma of Gallbladder","Gallbladder Adenosquamous Carcinoma","NCIT:C7356","NCIT"
"Mixed Adenocarcinoma and Neuroendocrine Carcinoma",NA,NA,NA
"Large Cell Neuroendocrine Carcinoma of Gallbladder",NA,NA,NA
"Prostate Squamous Cell Carcinoma","Prostate Squamous Cell Carcinoma","NCIT:C5536","NCIT"
"High-Grade Serous Fallopian Tube Cancer",NA,NA,NA
"Peritoneal Serous Carcinoma",NA,NA,NA
