original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id
LEFT PELVIS,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Left<;>Pelvis,NCIT_C25229<;>NCIT_C12767
LIVER/RIGHT LOBE,http://purl.obolibrary.org/obo/NCIT_C33481,NCIT,Right Lobe of the Liver,NCIT_C33481
LEFT  PELVIS,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Left<;>Pelvis,NCIT_C25229<;>NCIT_C12767
LUNGLINGULA,http://purl.obolibrary.org/obo/NCIT_C40373,NCIT,Lingula of the Lung,NCIT_C40373
TERMIL ILEUM,http://purl.obolibrary.org/obo/NCIT_C33757,NCIT,Terminal Ileum,NCIT_C33757
LUNG/LOWER LOBE,http://purl.obolibrary.org/obo/NCIT_C12287,NCIT,Lower Lobe of the Lung,NCIT_C12287
LEFT RETROPERITONEUM,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12298,NCIT,Left<;>Retroperitoneum,NCIT_C25229<;>NCIT_C12298
LUNG/MIDDLE LOBE,http://purl.obolibrary.org/obo/NCIT_C12286,NCIT,Middle Lobe of the Right Lung,NCIT_C12286
RETROPERITONEUM/UPPER ABDOMINAL,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
ABDOMINAL WAL,http://purl.obolibrary.org/obo/NCIT_C77608,NCIT,Abdominal Wall,NCIT_C77608
CERVIXUTERUS,http://purl.obolibrary.org/obo/NCIT_C12311,NCIT,Cervix Uteri,NCIT_C12311
INTRA-ABDOMINALPELVISRETROPERITONEUM,http://purl.obolibrary.org/obo/NCIT_C12492<;>http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C12298,NCIT,Intra-abdominal<;>Pelvis<;>Retroperitoneum,NCIT_C12492<;>NCIT_C12767<;>NCIT_C12298
PELVISUTERUS,http://purl.obolibrary.org/obo/NCIT_C12405<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Uterus<;>Pelvis,NCIT_C12405<;>NCIT_C12767
GYNECOLOGICALUTERUS,http://purl.obolibrary.org/obo/NCIT_C12405,NCIT,Uterus,NCIT_C12405
HEAD AND NECKNECK,http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Head and Neck,NCIT_C12418
INTRA-ABDOMINALSMALL INTESTINE,http://purl.obolibrary.org/obo/NCIT_C12492<;>http://purl.obolibrary.org/obo/NCIT_C12386,NCIT,Intra-abdominal<;>Small Intestine,NCIT_C12492<;>NCIT_C12386
KIDNEYLIVERRETROPERITONEUM/UPPER ABDOMINAL,http://purl.obolibrary.org/obo/NCIT_C12415<;>http://purl.obolibrary.org/obo/NCIT_C12392<;>http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12415<;>NCIT_C12392<;>NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUMRETROPERITONEUM/UPPER ABDOMINALSMALL INTESTINE,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12386,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12386
INTRA-ABDOMINALRETROPERITONEUM/UPPER ABDOMINAL,http://purl.obolibrary.org/obo/NCIT_C12492<;>http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12492<;>NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUMRETROPERITONEUM/UPPER ABDOMINAL,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUM/UPPER ABDOMINALSMALL INTESTINE,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12386,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12386
DISTANT METASTASISTRUNK,http://purl.obolibrary.org/obo/NCIT_C18206<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Distant Metastasis<;>Trunk,NCIT_C18206<;>NCIT_C33816
REGIONAL LYMPH NODETRUNK,http://purl.obolibrary.org/obo/NCIT_C49018<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Regional Lymph Node<;>Trunk,NCIT_C49018<;>NCIT_C33816
OTHERREGIONAL LYMPH NODE,http://purl.obolibrary.org/obo/NCIT_C49018,NCIT,Regional Lymph Node,NCIT_C49018
EXTREMITIESPRIMARY,http://purl.obolibrary.org/obo/NCIT_C12429,NCIT,Limb,NCIT_C12429
EXTREMITIESREGIONAL LYMPH NODE,http://purl.obolibrary.org/obo/NCIT_C12429<;>http://purl.obolibrary.org/obo/NCIT_C49018,NCIT,Limb<;>Regional Lymph Node,NCIT_C12429<;>NCIT_C49018
EXTREMITIESREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,http://purl.obolibrary.org/obo/NCIT_C12429<;>http://purl.obolibrary.org/obo/NCIT_C92441,NCIT,Limb<;>Skin/Subcutaneous Tissue,NCIT_C12429<;>NCIT_C92441
EXTREMITIESREGIONAL LYMPH NODETRUNK,http://purl.obolibrary.org/obo/NCIT_C12429<;>http://purl.obolibrary.org/obo/NCIT_C49018<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Limb<;>Regional Lymph Node<;>Trunk,NCIT_C12429<;>NCIT_C49018<;>NCIT_C33816
REGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUETRUNK,http://purl.obolibrary.org/obo/NCIT_C92441<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Skin/Subcutaneous Tissue<;>Trunk,NCIT_C92441<;>NCIT_C33816
DISTANT METASTASISEXTREMITIESTRUNK,http://purl.obolibrary.org/obo/NCIT_C18206<;>http://purl.obolibrary.org/obo/NCIT_C12429<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Distant Metastasis<;>Limb<;>Trunk,NCIT_C18206<;>NCIT_C12429<;>NCIT_C33816
HEAD AND NECKREGIONAL LYMPH NODE,http://purl.obolibrary.org/obo/NCIT_C12418<;>http://purl.obolibrary.org/obo/NCIT_C49018,NCIT,Head and Neck<;>Regional Lymph Node,NCIT_C12418<;>NCIT_C49018
HEAD AND NECKREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,http://purl.obolibrary.org/obo/NCIT_C12418<;>http://purl.obolibrary.org/obo/NCIT_C92441,NCIT,Head and Neck<;>Skin/Subcutaneous Tissue,NCIT_C12418<;>NCIT_C92441
OTHERREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,http://purl.obolibrary.org/obo/NCIT_C92441,NCIT,Skin/Subcutaneous Tissue,NCIT_C92441
REGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,http://purl.obolibrary.org/obo/NCIT_C92441,NCIT,Skin/Subcutaneous Tissue,NCIT_C92441
DISTANT METASTASISHEAD AND NECK,http://purl.obolibrary.org/obo/NCIT_C18206<;>http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Distant Metastasis<;>Head and Neck,NCIT_C18206<;>NCIT_C12418
DISTANT METASTASISEXTREMITIES,http://purl.obolibrary.org/obo/NCIT_C18206<;>http://purl.obolibrary.org/obo/NCIT_C12429,NCIT,Distant Metastasis<;>Limb,NCIT_C18206<;>NCIT_C12429
EXTREMITIESPRIMARYTRUNK,http://purl.obolibrary.org/obo/NCIT_C12429<;>http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Limb<;>Trunk,NCIT_C12429<;>NCIT_C33816
DISTANT METASTASISOTHER,http://purl.obolibrary.org/obo/NCIT_C18206,NCIT,Distant Metastasis,NCIT_C18206
CAECUM,http://purl.obolibrary.org/obo/NCIT_C12381,NCIT,Cecum,NCIT_C12381
SINONASAL CAVITY,http://purl.obolibrary.org/obo/NCIT_C12424<;>http://purl.obolibrary.org/obo/NCIT_C12763,NCIT,Nasal Cavity<;>Paranasal Sinus,NCIT_C12424<;>NCIT_C12763
DISTANT METS,http://purl.obolibrary.org/obo/NCIT_C18206,NCIT,Distant Metastasis,NCIT_C18206
KIDNEY LUNG MET,http://purl.obolibrary.org/obo/NCIT_C12415<;>http://purl.obolibrary.org/obo/NCIT_C12468<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Kidney<;>Lung<;>Metastasis,NCIT_C12415<;>NCIT_C12468<;>NCIT_C19151
4TH VENTRICLE,http://purl.obolibrary.org/obo/NCIT_C12828,NCIT,Fourth Ventricle,NCIT_C12828
3RD VENTRICLE,http://purl.obolibrary.org/obo/NCIT_C12827,NCIT,Third Ventricle,NCIT_C12827
PSOAS MASS,http://purl.obolibrary.org/obo/NCIT_C33422,NCIT,Psoas Muscle,NCIT_C33422
PERIRECTAL,http://purl.obolibrary.org/obo/NCIT_C129464,NCIT,Anorectal,NCIT_C129464
PENILE,http://purl.obolibrary.org/obo/NCIT_C12409,NCIT,Penis,NCIT_C12409
PROSTATETURP,http://purl.obolibrary.org/obo/NCIT_C12410,NCIT,Prostate Gland,NCIT_C12410
OTHER SOFT TISSUE,http://purl.obolibrary.org/obo/NCIT_C12471,NCIT,Soft Tissue,NCIT_C12471
METASTATIC HORMONE-SENSITIVE,http://purl.obolibrary.org/obo/NCIT_C14174,NCIT,Metastatic,NCIT_C14174
DIAGNOSIS CANCER LOC AXILLARY LN,http://purl.obolibrary.org/obo/NCIT_C12904,NCIT,Axillary Lymph Node,NCIT_C12904
DIAGNOSIS CANCER LOC OTHER LN,http://purl.obolibrary.org/obo/NCIT_C12745,NCIT,Lymph Node,NCIT_C12745
METASTATIC CASTRATION-RESISTANT,http://purl.obolibrary.org/obo/NCIT_C14174,NCIT,Metastatic,NCIT_C14174
REGIONAL NODES,http://purl.obolibrary.org/obo/NCIT_C49018,NCIT,Regional Lymph Node,NCIT_C49018
NON-METASTATIC CASTRATION-RESISTANT,http://purl.obolibrary.org/obo/NCIT_C14148,NCIT,Nonmetastatic,NCIT_C14148
"METASTATIC, VARIANT HISTOLOGY",http://purl.obolibrary.org/obo/NCIT_C14174,NCIT,Metastatic,NCIT_C14174
RIGHT ADNEXA,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C137974,NCIT,Right<;>Adnexa,NCIT_C25228<;>NCIT_C137974
LEFT ADNEXA,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C137974,NCIT,Left<;>Adnexa,NCIT_C25229<;>NCIT_C137974
"BASAL GANGLIA,THALAMUS",http://purl.obolibrary.org/obo/NCIT_C12447<;>http://purl.obolibrary.org/obo/NCIT_C12459,NCIT,Basal Ganglia<;>Thalamus,NCIT_C12447<;>NCIT_C12459
ASCENDING TO TRANSVERSE COLON,http://purl.obolibrary.org/obo/NCIT_C12265<;>http://purl.obolibrary.org/obo/NCIT_C12266<;>http://purl.obolibrary.org/obo/NCIT_C12385,NCIT,Ascending Colon<;>Hepatic Flexure<;>Transverse Colon,NCIT_C12265<;>NCIT_C12266<;>NCIT_C12385
SPLENIC FLEXURE TO SIGMOID COLON,http://purl.obolibrary.org/obo/NCIT_C12267<;>http://purl.obolibrary.org/obo/NCIT_C12268<;>http://purl.obolibrary.org/obo/NCIT_C12384,NCIT,Splenic Flexure<;>Descending Colon<;>Sigmoid Colon,NCIT_C12267<;>NCIT_C12268<;>NCIT_C12384
HEPATIX FLEXURE,http://purl.obolibrary.org/obo/NCIT_C12266,NCIT,Hepatic Flexure,NCIT_C12266
TRANVERSE COLON,http://purl.obolibrary.org/obo/NCIT_C12385,NCIT,Transverse Colon,NCIT_C12385
SPLENIC METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12432<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Spleen<;>Metastasis,NCIT_C12432<;>NCIT_C19151
REGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE INCLUDES SATELLITE AND IN-TRANSIT METASTASIS,http://purl.obolibrary.org/obo/NCIT_C92441<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Skin/Subcutaneous Tissue<;>Metastasis,NCIT_C92441<;>NCIT_C19151
"PELVIS, SITE INDETERMINATE",http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Pelvis,NCIT_C12767
RETROPERITONEAL PELVIS,http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C12298,NCIT,Pelvis<;>Retroperitoneum,NCIT_C12767<;>NCIT_C12298
PELVIS/LABIA,http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C96267,NCIT,Pelvis<;>Labial,NCIT_C12767<;>NCIT_C96267
PELVIS/PERINEAL,http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C77621,NCIT,Pelvis<;>Perineal Gland,NCIT_C12767<;>NCIT_C77621
PELVIS/BUTTOCK,http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C89806,NCIT,Pelvis<;>Buttock,NCIT_C12767<;>NCIT_C89806
DIFFUSE/SITE UNKNOWN,http://purl.obolibrary.org/obo/NCIT_C14175,NCIT,Diffuse,NCIT_C14175
RETROPERITONEUM/UPPER ABDOMINAL - RETROPERITONEUM,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUM/UPPER ABDOMINAL - INTRAABDOMINAL,http://purl.obolibrary.org/obo/NCIT_C12492<;>http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12492<;>NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUM/UPPER ABDOMINAL - GASTRIC,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Stomach,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12391
RETROPERITONEUM/UPPER ABDOMINAL - KIDNEY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12415,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12415
RETROPERITONEUM/UPPER ABDOMINAL - KIDNEYRETROPERITONEUM/UPPER ABDOMINAL - LIVERRETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12415<;>http://purl.obolibrary.org/obo/NCIT_C12392,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12415<;>NCIT_C12392
RETROPERITONEUM/UPPER ABDOMINAL - RETROPERITONEUMRETROPERITONEUM/UPPER ABDOMINAL - SMALL INTESTINESRETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12392,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12392
RETROPERITONEUM/UPPER ABDOMINAL - COLON,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12382,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Colon,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12382
RETROPERITONEUM/UPPER ABDOMINAL - SMALL INTESTINES,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12392,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12392
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - CERVIX,http://purl.obolibrary.org/obo/NCIT_C12405<;>http://purl.obolibrary.org/obo/NCIT_C12311,NCIT,Uterus<;>Cervix Uteri,NCIT_C12405<;>NCIT_C12311
RETROPERITONEUM/UPPER ABDOMINAL - PANCREAS,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12393,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Pancreas,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12393
GYNECOLOGICAL - UTERUSGYNECOLOGICAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12405,NCIT,Uterus,NCIT_C12405
RETROPERITONEUM/UPPER ABDOMINAL - RETROPERITONEUMRETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
RETROPERITONEUM/UPPER ABDOMINAL - SMALL INTESTINESRETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342<;>http://purl.obolibrary.org/obo/NCIT_C12392,NCIT,Retroperitoneum<;>Upper<;>Abdominal<;>Small Intestine,NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342<;>NCIT_C12392
RETROPERITONEUM/UPPER ABDOMINAL - INTRAABDOMINALRETROPERITONEUM/UPPER ABDOMINAL - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12492<;>http://purl.obolibrary.org/obo/NCIT_C12298<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C25342,NCIT,Intra-abdominal<;>Retroperitoneum<;>Upper<;>Abdominal,NCIT_C12492<;>NCIT_C12298<;>NCIT_C25355<;>NCIT_C25342
GROIN METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12726<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Inguinal Region<;>Metastasis,NCIT_C12726<;>NCIT_C19151
SMALL BOWEL NONRESPONDING METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12386<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Small Intestine<;>Metastasis,NCIT_C12386<;>NCIT_C19151
NONRESPONDING INGUINAL METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12726<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Inguinal Region<;>Metastasis,NCIT_C12726<;>NCIT_C19151
SMALL BOWEL METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12386<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Small Intestine<;>Metastasis,NCIT_C12386<;>NCIT_C19151
LEFT INGUINAL LYMPH NODES,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C32801,NCIT,Left<;>Inguinal Lymph Node,NCIT_C25229<;>NCIT_C32801
SOFT TISSUE METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12471<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Soft Tissue<;>Metastasis,NCIT_C12471<;>NCIT_C19151
GROIN LYMPH NODE METASTASES,http://purl.obolibrary.org/obo/NCIT_C32801<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Inguinal Lymph Node<;>Metastasis,NCIT_C32801<;>NCIT_C19151
MID,http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Middle,NCIT_C25569
MIDDISTAL,http://purl.obolibrary.org/obo/NCIT_C25569<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Middle<;>Distal,NCIT_C25569<;>NCIT_C25237
PROXIMALMID,http://purl.obolibrary.org/obo/NCIT_C25236<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Proximal<;>Middle,NCIT_C25236<;>NCIT_C25569
APEXBASE,http://purl.obolibrary.org/obo/NCIT_C13087<;>http://purl.obolibrary.org/obo/NCIT_C13088,NCIT,Apex of the Prostate<;>Base of the Prostate,NCIT_C13087<;>NCIT_C13088
APEXMIDDLEBASE,http://purl.obolibrary.org/obo/NCIT_C157168<;>http://purl.obolibrary.org/obo/NCIT_C13087<;>http://purl.obolibrary.org/obo/NCIT_C13088,NCIT,Middle of the Prostate<;>Apex of the Prostate<;>Base of the Prostate,NCIT_C157168<;>NCIT_C13087<;>NCIT_C13088
APEXMIDDLE,http://purl.obolibrary.org/obo/NCIT_C157168<;>http://purl.obolibrary.org/obo/NCIT_C13087,NCIT,Middle of the Prostate<;>Apex of the Prostate,NCIT_C157168<;>NCIT_C13087
MIDDLEBASE,http://purl.obolibrary.org/obo/NCIT_C157168<;>http://purl.obolibrary.org/obo/NCIT_C13088,NCIT,Middle of the Prostate<;>Base of the Prostate,NCIT_C157168<;>NCIT_C13088
SALVAGE PROSTATECTOMY,http://purl.obolibrary.org/obo/NCIT_C12410,NCIT,Prostate Gland,NCIT_C12410
LEFT ORBITAL,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12347,NCIT,Left<;>Orbit,NCIT_C25229<;>NCIT_C12347
TESTIS-PARATESTIS,http://purl.obolibrary.org/obo/NCIT_C12412<;>http://purl.obolibrary.org/obo/NCIT_C162491,NCIT,Testis<;>Paratesticular Region,NCIT_C12412<;>NCIT_C162491
"LEFT CHEST, DIAPHRAM",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C25389<;>http://purl.obolibrary.org/obo/NCIT_C12702,NCIT,Left<;>Chest<;>Diaphragm,NCIT_C25229<;>NCIT_C25389<;>NCIT_C12702
INFRATEMPORAL FOSSA,http://purl.obolibrary.org/obo/FMA_75308,FMA,Infratemporal Fossa,FMA_75308
TESTIS-PA RATESTIS,http://purl.obolibrary.org/obo/NCIT_C12412<;>http://purl.obolibrary.org/obo/NCIT_C162491,NCIT,Testis<;>Paratesticular Region,NCIT_C12412<;>NCIT_C162491
ABDOMEN/DIAPHRAM,http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12702,NCIT,Abdomen<;>Diaphragm,NCIT_C12664<;>NCIT_C12702
U,http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Upper<;>Stomach,NCIT_C25355<;>NCIT_C12391
L,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Lower<;>Stomach,NCIT_C25309<;>NCIT_C12391
M,http://purl.obolibrary.org/obo/NCIT_C25569<;>http://purl.obolibrary.org/obo/NCIT_C12391,NCIT,Middle<;>Stomach,NCIT_C25569<;>NCIT_C12391
MID-DISTAL,http://purl.obolibrary.org/obo/NCIT_C25569<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Middle<;>Distal,NCIT_C25569<;>NCIT_C25237
LOWER ABDOMINAL/PELVIC - SPERMATIC CORD,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767<;>http://purl.obolibrary.org/obo/NCIT_C12329,NCIT,Lower<;>Abdomen<;>Pelvis<;>Spermatic Cord,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767<;>NCIT_C12329
UPPER EXTREMITY - UPPER ARM/ELBOW,http://purl.obolibrary.org/obo/NCIT_C12671<;>http://purl.obolibrary.org/obo/NCIT_C25355<;>http://purl.obolibrary.org/obo/NCIT_C32141<;>http://purl.obolibrary.org/obo/NCIT_C32497,NCIT,Upper Extremity<;>Upper<;>Arm<;>Elbow Joint,NCIT_C12671<;>NCIT_C25355<;>NCIT_C32141<;>NCIT_C32497
LOWER ABDOMINAL/PELVIC - PELVIC,http://purl.obolibrary.org/obo/NCIT_C25309<;>http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Lower<;>Abdomen<;>Pelvis,NCIT_C25309<;>NCIT_C12664<;>NCIT_C12767
SUPERFICIAL TRUNK - BACK,http://purl.obolibrary.org/obo/NCIT_C12295<;>http://purl.obolibrary.org/obo/NCIT_C13062,NCIT,Skin of the Trunk<;>Back,NCIT_C12295<;>NCIT_C13062
LOWER EXTREMITY - THIGH/KNEE,http://purl.obolibrary.org/obo/NCIT_C12742<;>http://purl.obolibrary.org/obo/NCIT_C33763<;>http://purl.obolibrary.org/obo/NCIT_C32898,NCIT,Lower Extremity<;>Thigh<;>Knee Joint,NCIT_C12742<;>NCIT_C33763<;>NCIT_C32898
